Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Equity Only Funding,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Description,Organization Industries,Organization Location,Organization Website,Funding Status,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Number of Funding Rounds,Diversity Spotlight (US Headquarters Only),Investor Names,Lead Investors,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Post-IPO Equity - Cemtrex,https://www.crunchbase.com/funding_round/cemtrex-post-ipo-equity--7f1ed931,Cemtrex,https://www.crunchbase.com/organization/cemtrex,Post-IPO Equity,10000000,USD,10000000,2024-05-01,,Yes,,,,"Cemtrex drives innovation in many sectors, including smart tech, VR & AR, advanced electronic systems, and intelligent security systems.","Analytics, Artificial Intelligence (AI), Augmented Reality, Consumer Electronics, Electronics, Internet of Things, Manufacturing, Physical Security, Virtual Reality, Wearables","Farmingdale, New York, United States, North America",http://www.cemtrex.com,IPO,$50M to $100M,10000000,USD,10000000,1,,,,,,
Venture Round - Synthara Technologies,https://www.crunchbase.com/funding_round/synthara-technologies-series-unknown--8133925e,Synthara Technologies,https://www.crunchbase.com/organization/synthara-technologies,Venture - Series Unknown,11000000,USD,11000000,2024-06-05,,Yes,,,,Synthara is an AI company that provides system-level solutions for businesses to enhance their products or services with smart features.,"Artificial Intelligence (AI), Internet of Things, Semiconductor, Software","Zürich, Zurich, Switzerland, Europe",https://www.synthara.ai,,$1M to $10M,17039816,USD,17039816,9,,"DeepIE Ventures Management Co., Deeptech Labs, Excellis, HTGF | High-Tech Gruenderfonds, Onsight Ventures, OTB Ventures, Sandeep Raju, Vsquared Ventures, Zürcher Kantonal Bank",Vsquared Ventures,9,2,
Seed Round - Novaserene Entertainment,https://www.crunchbase.com/funding_round/novaserene-entertainment-seed--8268107b,Novaserene Entertainment,https://www.crunchbase.com/organization/novaserene-entertainment,Seed,10000000,USD,10000000,2024-03-08,Seed,Yes,,,,Yuanyi Entertainment is an AI open-world game company dedicated on incorporating AI into game development.,"Artificial Intelligence (AI), Gaming, Online Games, Video Games","Beijing, Beijing, China, Asia",https://novaserene.com,Seed,,10000000,USD,10000000,1,,"Archosaur Games (Zulong Entertainment), IDG Capital",IDG Capital,2,,
Seed Round - H Company,https://www.crunchbase.com/funding_round/holistic-ai-0946-seed--85352e47,H Company,https://www.crunchbase.com/organization/holistic-ai-0946,Seed,100000000,USD,100000000,2024-05-21,Seed,Yes,270000000,USD,270000000,H provides artificial intelligence models within the technology sector and helps in data analysis.,"Analytics, Artificial Intelligence (AI), Data Management, Generative AI","Paris, Ile-de-France, France, Europe",https://www.hcompany.ai/,Seed,,220000000,USD,220000000,2,,"Accel, Aglaé Ventures, Amazon, Bernard Arnault, Bpifrance Large Venture, Creandum, Elaia, Eric Schmidt, Eurazeo, Financiere Saint James, FirstMark, Motier Ventures, Samsung Ventures, UiPath, Visionaries Club, Xavier Niel, Yuri Milner",,17,6,
Series A - Restor3d,https://www.crunchbase.com/funding_round/restor3d-series-a--87c884fc,Restor3d,https://www.crunchbase.com/organization/restor3d,Series A,55000000,USD,55000000,2024-06-05,Early Stage Venture,Yes,,,,Restor3d creates 3D-printed orthopedic implants using Artificial Intelligence and biomaterials to enhance personalized musculoskeletal care.,"3D Printing, Artificial Intelligence (AI), Biotechnology, Manufacturing, Medical Device","Durham, North Carolina, United States, North America",http://www.restor3d.com,Early Stage Venture,$50M to $100M,149715622,USD,149715622,9,,Summers Value Partners,Summers Value Partners,1,,
Series B - Coctrl,https://www.crunchbase.com/funding_round/coctrl-series-b--88a98b86,Coctrl,https://www.crunchbase.com/organization/coctrl,Series B,100000000,CNY,13891783,2024-03-18,Early Stage Venture,Yes,,,,Coctrl is an industrial robot production line planning software provider.,"Artificial Intelligence (AI), Industrial Automation, Robotics, Software","Hangzhou, Zhejiang, China, Asia",https://www.corecontrol.cn,Early Stage Venture,,100000000,CNY,13891783,1,,"Ally Capital, Yima Investment",Ally Capital,2,2,
Series C - Carbon Robotics,https://www.crunchbase.com/funding_round/maka-autonomous-robots-series-c--89101445,Carbon Robotics,https://www.crunchbase.com/organization/maka-autonomous-robots,Series C,8000000,USD,8000000,2023-12-06,Late Stage Venture,Yes,,,,Carbon Robotics is an AI-powered farming robotics company enhancing efficiency with precision agriculture tools.,"AgTech, Artificial Intelligence (AI), Robotics, Software","Seattle, Washington, United States, North America",https://carbonrobotics.com,Late Stage Venture,$1M to $10M,178899861,USD,178899861,5,,,,,,
Seed Round - Kismet,https://www.crunchbase.com/funding_round/kismet-8171-seed--89d8a678,Kismet,https://www.crunchbase.com/organization/kismet-8171,Seed,12500000,AUD,8133557,2024-03-04,Seed,Yes,,,,Making Healthcare Accessible,"Artificial Intelligence (AI), Assisted Living, Elder Care, Health Care, Health Insurance, Home Health Care, Nursing and Residential Care","Melbourne, Victoria, Australia, Oceania",https://www.kismet.healthcare/,Seed,$1M to $10M,16500000,AUD,10796735,2,,"Airtree Ventures, Prosus Ventures","Airtree Ventures, Prosus Ventures",2,2,
Venture Round - Baiying Technology,https://www.crunchbase.com/funding_round/baiying-technology-series-unknown--8c1de906,Baiying Technology,https://www.crunchbase.com/organization/baiying-technology,Venture - Series Unknown,200000000,CNY,27803264,2024-03-14,,Yes,,,,Baiying Technology is a Big data and artificial intelligence technology service providers,"Artificial Intelligence (AI), Information Technology, Software","Hangzhou, Zhejiang, China, Asia",https://www.byai.com/,,,320000000,CNY,45163873,2,,"Baidu, Yangtze River Digital Economy Industry Fund","Baidu, Yangtze River Digital Economy Industry Fund",2,,
Series B - Baseten,https://www.crunchbase.com/funding_round/baseten-series-b--8c4203e2,Baseten,https://www.crunchbase.com/organization/baseten,Series B,40000000,USD,40000000,2024-03-04,Early Stage Venture,Yes,160000000,USD,160000000,"Baseten is an AI infrastructure company that integrates machine learning into business operations, production, and processes.","Artificial Intelligence (AI), Developer Tools, Machine Learning, Software, Software Engineering","San Francisco, California, United States, North America",https://www.baseten.co,Early Stage Venture,$1M to $10M,60000000,USD,60000000,4,,"basecase capital, Charles Zedlewski, Greylock, IVP, Lachy Groom, South Park Commons, Spark Capital","IVP, Spark Capital",7,,
Seed Round - GaiaNet,https://www.crunchbase.com/funding_round/gaianet-a179-seed--8d8ddcdd,GaiaNet,https://www.crunchbase.com/organization/gaianet-a179,Seed,10000000,USD,10000000,2024-05-28,Seed,Yes,,,,GaiaNet is a pioneer in decentralized AI technology.,"Artificial Intelligence (AI), Blockchain, Information Technology, Internet","Berkeley, California, United States, North America",https://www.gaianet.ai,Seed,,10000000,USD,10000000,1,,"ByteTrade Lab, EVM Capital, Kishore Bhatia, Lex Sokolin, Mantle Network, Mirana, Shawn Ng",,7,1,
Seed Round - Malted AI,https://www.crunchbase.com/funding_round/malted-ai-seed--8dc12234,Malted AI,https://www.crunchbase.com/organization/malted-ai,Seed,6000000,GBP,7557199,2024-05-15,Seed,Yes,,,,Malted AI's platform enables enterprises to create custom AI solutions using distilled Large Language Models.,"Artificial Intelligence (AI), Software","Edinburgh, Edinburgh, City of, United Kingdom, Europe",https://malted.ai,Seed,,7000000,GBP,8836724,2,,"Creator Fund, Hoxton Ventures",Hoxton Ventures,2,1,
Series A - Innatera,https://www.crunchbase.com/funding_round/innatera-nanosystems-series-a--8ef737ac,Innatera,https://www.crunchbase.com/organization/innatera-nanosystems,Series A,15000000,EUR,16292553,2024-03-19,Early Stage Venture,Yes,,,,Innatera is a developer of ultra-low-power intelligence for sensors.,"Artificial Intelligence (AI), Machine Learning, Semiconductor","Delft, Zuid-Holland, The Netherlands, Europe",http://www.innatera.com/,Early Stage Venture,$1M to $10M,20000000,EUR,22252029,3,,"Delft Enterprises, European Innovation Council and SMEs Executive Agency, Invest-NL, Matterwave Ventures, MIG Capital",Invest-NL,5,2,
Venture Round - Mentee Robotics,https://www.crunchbase.com/funding_round/mentee-robotics-series-unknown--8feb7595,Mentee Robotics,https://www.crunchbase.com/organization/mentee-robotics,Venture - Series Unknown,17000000,USD,17000000,2024-04-17,,Yes,,,,"Mentee Robotics combines robotics, sensing, and artificial intelligence to create a humanoid robot.","Artificial Intelligence (AI), Robotics","Herzliya, Tel Aviv, Israel, Asia",https://www.menteebot.com,,,17000000,USD,17000000,1,,"Ahren Innovation Capital, Hookipa",Ahren Innovation Capital,2,,
Post-IPO Debt - SOPHiA GENETICS,https://www.crunchbase.com/funding_round/sophia-genetics-post-ipo-debt--91963400,SOPHiA GENETICS,https://www.crunchbase.com/organization/sophia-genetics,Post-IPO Debt,15000000,USD,15000000,2024-05-02,,No,,,,SOPHiA GENETICS is a biotechnology firm that aims to support healthcare professionals by maximizing the power of data-driven medicine.,"Artificial Intelligence (AI), Big Data, Bioinformatics, Biotechnology, Genetics, Health Care, Life Science, Medical","Boston, Massachusetts, United States, North America",https://www.sophiagenetics.com,IPO,$50M to $100M,265152150,USD,265152150,8,,Perceptive Advisors,Perceptive Advisors,1,,
Series A - GetWhy A/S,https://www.crunchbase.com/funding_round/getwhy-series-a--94e6b2e6,GetWhy A/S,https://www.crunchbase.com/organization/getwhy,Series A,31700000,EUR,34494991,2024-06-04,Early Stage Venture,Yes,,,,GetWhy is a consumer research technology company delivering human insight to BtC enterprises via its video-based platform & proprietary AI.,"Artificial Intelligence (AI), Consumer Research, Market Research","Copenhagen, Hovedstaden, Denmark, Europe",https://getwhy.io,Early Stage Venture,,53876043,USD,53876043,7,,PeakSpan Capital,PeakSpan Capital,1,1,
Seed Round - Ruoyu Technology,https://www.crunchbase.com/funding_round/ruoyu-technology-seed--9544016e,Ruoyu Technology,https://www.crunchbase.com/organization/ruoyu-technology,Seed,50000000,CNY,6945892,2024-03-20,Seed,Yes,,,,Ruoyu Technology aims to build a robot brain using self-developed technology.,"Artificial Intelligence (AI), Information Technology, Robotics","Shenzhen, Guangdong, China, Asia",,Seed,,50000000,CNY,6945892,1,,"DONGFANG Precision Science & Technology, Kinzon Capital",DONGFANG Precision Science & Technology,2,2,
Seed Round - Bedrock Security,https://www.crunchbase.com/funding_round/bedrock-security-seed--956566e9,Bedrock Security,https://www.crunchbase.com/organization/bedrock-security,Seed,10000000,USD,10000000,2024-03-26,Seed,Yes,,,,Frictionless Data Security,"Artificial Intelligence (AI), Big Data, Cloud Management, Cloud Security, Cyber Security, Data Governance, Information Technology, Security","San Francisco, California, United States, North America",https://bedrock.security,Seed,,10000000,USD,10000000,1,,Greylock,Greylock,1,,
Venture Round - Iambic Therapeutics,https://www.crunchbase.com/funding_round/entos-844f-series-unknown--968f216d,Iambic Therapeutics,https://www.crunchbase.com/organization/entos-844f,Venture - Series Unknown,29858043,USD,29858043,2024-04-24,,Yes,,,,Iambic Therapeutics is disrupting the therapeutics landscape with its unique AI-driven drug-discovery platform.,"Artificial Intelligence (AI), Machine Learning, Software, Therapeutics","San Diego, California, United States, North America",https://www.iambic.ai,,$10M to $50M,182858043,USD,182858043,3,Women Founded,,,,,
Series A - Valar Labs,https://www.crunchbase.com/funding_round/valar-labs-series-a--99b9fcd6,Valar Labs,https://www.crunchbase.com/organization/valar-labs,Series A,22000000,USD,22000000,2024-05-30,Early Stage Venture,Yes,,,,Valar Labs offers assistance services for cancer treatment through Artificial Intelligence.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical, Medical Device, Oncology","Palo Alto, California, United States, North America",https://www.valarlabs.com/,Early Stage Venture,$1M to $10M,26000000,USD,26000000,3,,"Andreessen Horowitz, DCVC Bio, Pear VC","Andreessen Horowitz, DCVC Bio",3,2,
Series B - Niqo Robotics,https://www.crunchbase.com/funding_round/tartansense-series-b--9a72be60,Niqo Robotics,https://www.crunchbase.com/organization/tartansense,Series B,747000000,INR,8948750,2024-05-01,Early Stage Venture,Yes,1558000000,INR,18664193,Niqo Robotics is an AI powered robotics solutions provider empowering small farm holders.,"Agriculture, Artificial Intelligence (AI), Consumer Electronics, Farming, Information Technology, Machine Learning, Robotics","Bangalore, Karnataka, India, Asia",https://niqorobotics.com/,Early Stage Venture,,20008750,USD,20008750,4,,"Bidra Innovation Ventures, Omnivore",Bidra Innovation Ventures,2,1,
Venture Round - Luzia,https://www.crunchbase.com/funding_round/lightia-series-unknown--9a985107,Luzia,https://www.crunchbase.com/organization/lightia,Venture - Series Unknown,17700000,EUR,19009651,2024-05-08,,Yes,,,,Luzia is a developer of an AI powered personal assistant designed to help in every day life.,"Artificial Intelligence (AI), Chatbot, Internet","Madrid, Madrid, Spain, Europe",https://luzia.com,,,31553952,USD,31553952,3,,"A* Capital, Endeavor Catalyst, Khosla Ventures, monashees, Pau Gasol",monashees,5,2,
Seed Round - RunPod,https://www.crunchbase.com/funding_round/runpod-seed--9cb35601,RunPod,https://www.crunchbase.com/organization/runpod,Seed,20000000,USD,20000000,2024-05-08,Seed,Yes,,,,"RunPod is a cloud platform designed for GPUs, enabling developers to deploy customized full-stack AI applications.","Artificial Intelligence (AI), Cloud Infrastructure, GPU","Mount Laurel, New Jersey, United States, North America",https://www.runpod.io,Seed,$1M to $10M,22000000,USD,22000000,2,,"Adam Lewis, AI Grant, Amjad Masad, Dell Technologies Capital, Intel Capital, Julien Chaumond, Nat Friedman","Dell Technologies Capital, Intel Capital",7,2,
Series C - Hailo,https://www.crunchbase.com/funding_round/hailo-technologies-series-c--9ea01784,Hailo,https://www.crunchbase.com/organization/hailo-technologies,Series C,120000000,USD,120000000,2024-04-02,Late Stage Venture,Yes,1080000000,USD,1080000000,Hailo develops AI accelerators and vision processors specifically designed to enable advanced ML tasks on edge devices.,"Artificial Intelligence (AI), Augmented Reality, Embedded Systems, Machine Learning, Semiconductor","Tel Aviv, Tel Aviv, Israel, Asia",https://hailo.ai,Late Stage Venture,$10M to $50M,343931287,USD,343931287,7,,"Alfred Akirov, Automotive Equipment (AEV), Comasco, DCLBA, Delek Motors, Gil Agmon, OurCrowd, Poalim Equity, Talcar Corp., Vasuki, Zohar Zisapel",,11,1,
Series A - DatologyAI,https://www.crunchbase.com/funding_round/datologyai-series-a--9f7bebb0,DatologyAI,https://www.crunchbase.com/organization/datologyai,Series A,46000000,USD,46000000,2024-05-08,Early Stage Venture,Yes,,,,DatologyAI is an AI-data curation startup that develops deep learning tools for automatic selection in data training.,"Artificial Intelligence (AI), Data Center, Data Integration, Database, Information Technology","Redwood City, California, United States, North America",https://www.datologyai.com/,Early Stage Venture,,57650000,USD,57650000,2,,"Amazon Alexa Fund, Amplify Partners, Elad Gil, Felicis, M12 - Microsoft's Venture Fund, Radical Ventures",Felicis,6,4,
Series C - Anvilogic,https://www.crunchbase.com/funding_round/anvilogic-series-c--9fa5373f,Anvilogic,https://www.crunchbase.com/organization/anvilogic,Series C,45000000,USD,45000000,2024-04-17,Late Stage Venture,Yes,,,,"Anvilogic's Multi-Data Platform SIEM is used by Enterprise SOC teams to force multiply their ability to detect, investigate, and hunt.","Artificial Intelligence (AI), Cyber Security, Information Technology, Network Security","Palo Alto, California, United States, North America",https://anvilogic.com,Late Stage Venture,,84400000,USD,84400000,4,,"Cervin Ventures, Evolution Equity Partners, Foundation Capital, G Squared, Myriad Venture Partners, Outpost Ventures, Point72 Ventures, StepStone Group",Evolution Equity Partners,8,4,
