Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Visage,https://www.crunchbase.com/funding_round/visage-2-pre-seed--aba65e85,Visage,https://www.crunchbase.com/organization/visage-2,Pre-Seed,35000,USD,35000,2016-05-01,Seed,,,,Yes,Automated candidate sourcing using AI & Crowdsourcing,"Analytics, Artificial Intelligence (AI), Crowdsourcing, Employment, Human Resources, Machine Learning, Recruiting, SaaS",,"Kyle, Texas, United States, North America",http://www.visage.jobs,$1M to $10M,10891000,USD,10891000,Early Stage Venture,8,TURN8,"Alchemist Accelerator, Ben Walton, TURN8",3,,"228,967"
Angel Round - Algaeba,https://www.crunchbase.com/funding_round/algaeba-angel--81f1e15f,Algaeba,https://www.crunchbase.com/organization/algaeba,Angel,4000000,THB,112294,2016-03-01,Seed,16000000,THB,449177,Yes,AI solution for aquaculture industry,"Aquaculture, Artificial Intelligence (AI), Computer Vision",,"Nonthaburi, Nonthaburi, Thailand, Asia",http://www.algaeba.com,Less than $1M,223085,USD,223085,Seed,2,,,,,"155,334"
Grant - Cynny,https://www.crunchbase.com/funding_round/cynny-s-p-a-grant--62c53adf,Cynny,https://www.crunchbase.com/organization/cynny-s-p-a,Grant,50000,EUR,54625,2016-01-08,,,,,No,"Cynny develops MorphCast, client-side Emotion AI Software as a Service for Innovative Enterprises","Artificial Intelligence (AI), Digital Marketing, Digital Media, Human Computer Interaction, Information Technology, Machine Learning, Video, Video Advertising",,"Firenze, Toscana, Italy, Europe",https://www.morphcast.com/,Less than $1M,15908557,EUR,18511814,Seed,10,,EASME - EU Executive Agency for SMEs,1,,"210,235"
Seed Round - Tallysticks,https://www.crunchbase.com/funding_round/tallysticks-seed--9d3d732a,Tallysticks,https://www.crunchbase.com/organization/tallysticks,Seed,20000,USD,20000,2016-01-25,Seed,,,,Yes,Tallysticks is an international trade solution for SMEs. ,"Accounting, Artificial Intelligence (AI), Contact Management, Financial Services, FinTech, Payments, SaaS, Sales Automation, Supply Chain Management",,"London, England, United Kingdom, Europe",http://www.tallysticks.io,$1M to $10M,20000,USD,20000,Seed,2,Techstars,Techstars,1,,"212,059"
Pre Seed Round - Heuritech,https://www.crunchbase.com/funding_round/heuritech-pre-seed--60baee7c,Heuritech,https://www.crunchbase.com/organization/heuritech,Pre-Seed,90000,EUR,99602,2016-07-05,Seed,,,,Yes,Heuritech is a cutting-edge fashion technology company that offers brands predictive analytics on trends and products using AI technology.,"Artificial Intelligence (AI), Fashion, Machine Learning, Predictive Analytics",,"Paris, Ile-de-France, France, Europe",http://www.heuritech.com,$10M to $50M,5190000,EUR,5665335,Early Stage Venture,5,,WILCO,1,,"212,323"
Angel Round - Utter,https://www.crunchbase.com/funding_round/sling-app-angel--53fcb801,Utter,https://www.crunchbase.com/organization/sling-app,Angel,95000,USD,95000,2016-02-22,Seed,,,,Yes,Utter is an english learning app that allows learners to pick topics of their interest and converse with chatbots and live tutors.,"Apps, Chatbot, E-Learning, Education, Language Learning, Messaging, Natural Language Processing, Tutoring",,"Pune, Maharashtra, India, Asia",https://www.utter.in,,1534148,USD,1534148,,5,,,,,"470,510"
Non Equity Assistance - DilenyTech,https://www.crunchbase.com/funding_round/dileny-technologies-non-equity-assistance--959cdac3,DilenyTech,https://www.crunchbase.com/organization/dileny-technologies,Non-equity Assistance,30000,USD,30000,2016-04-19,,,,,No,DilenyTech is a health tech startup that develops AI and medical imaging solutions to improve the quality of healthcare.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Information Technology, Machine Learning, Medical, Software",,"Gizah, Al Jizah, Egypt, Africa",https://www.dilenytech.com,$1M to $10M,255000,USD,255000,M&A,3,TIEC Incubation,TIEC Incubation,1,,"639,946"
Pre Seed Round - Aibuild,https://www.crunchbase.com/funding_round/ai-build-pre-seed--043a3bb9,Aibuild,https://www.crunchbase.com/organization/ai-build,Pre-Seed,75000,EUR,84085,2016-10-05,Seed,,,,Yes,Aibuild offers the world’s most advanced Additive Manufacturing software.,"3D Printing, Artificial Intelligence (AI), Manufacturing, Robotics, Software",,"London, England, United Kingdom, Europe",http://ai-build.com/,$1M to $10M,13523728,USD,13523728,Early Stage Venture,6,Seedcamp,Seedcamp,1,,"225,455"
Grant - Syngli,https://www.crunchbase.com/funding_round/syngli-grant--8e397706,Syngli,https://www.crunchbase.com/organization/syngli,Grant,3375,CAD,2564,2016-10-14,,,,,No,Syngli is building an interactive tutoring system to enhance teaching and learning.,"Big Data, E-Learning, Language Learning, Natural Language Processing, Neuroscience, Speech Recognition, Test and Measurement, Tutoring",,"Kitchener, Ontario, Canada, North America",https://syngli.com/,$10M to $50M,619659,USD,619659,Seed,25,,Natural Sciences and Engineering Research Council of Canada (NSERC),1,,"265,442"
Seed Round - SIGMIND,https://www.crunchbase.com/funding_round/sigmind-seed--9c67e1ec,SIGMIND,https://www.crunchbase.com/organization/sigmind,Seed,500000,BDT,6366,2016-02-22,Seed,,,,Yes,"The very first A.I. research group and engineering solution provider in Bangladesh, SIGMIND Group consists of three individual companies.","Artificial Intelligence (AI), Machine Learning, Mobile Apps",,"Dhaka, Dhaka, Bangladesh, Asia",https://www.sigmindai.net,$1M to $10M,500000,BDT,6366,Seed,2,,,,,"172,380"
Seed Round - Init.ai,https://www.crunchbase.com/funding_round/init-ai-seed--5a36dc71,Init.ai,https://www.crunchbase.com/organization/init-ai,Seed,100000,USD,100000,2016-02-18,Seed,,,,Yes,Init.ai is a developer platform that enables its users to design and develop language conversational mobile applications.,"Artificial Intelligence (AI), B2B, Developer Platform, Developer Tools, Machine Learning, Messaging, Natural Language Processing, Virtual Assistant",,"New York, New York, United States, North America",http://www.init.ai,,100000,USD,100000,Seed,1,Techstars,"boldstart ventures, Danmar Capital, Esther Dyson, Jim Young, Right Side Capital Management, Techstars, Valence Ventures",7,6,"173,633"
Seed Round - Keypla,https://www.crunchbase.com/funding_round/keypla-seed--f657911d,Keypla,https://www.crunchbase.com/organization/keypla,Seed,80000,GBP,106434,2016-09-08,Seed,,,,Yes,Keypla is automating human valuations using Computer Vision and Machine Learning,"Artificial Intelligence (AI), Information Technology, Machine Learning, Real Estate, Software",,"London, England, United Kingdom, Europe",http://www.keypla.com,,80000,GBP,106434,Seed,1,,Entrepreneur First,1,,"191,013"
Pre Seed Round - IntelligentX,https://www.crunchbase.com/funding_round/intelligentx-pre-seed--233e3587,IntelligentX,https://www.crunchbase.com/organization/intelligentx,Pre-Seed,120000,USD,120000,2016-10-03,Seed,,,,Yes,IntelligentX produces the world’s first beer brewed by artificial intelligence.,"Artificial Intelligence (AI), Food and Beverage, Machine Learning, Service Industry, Software",,"London, England, United Kingdom, Europe",http://intelligentx.ai,Less than $1M,120000,USD,120000,Seed,1,Techstars Connection,"Techstars, Techstars Connection",2,1,"194,582"
Angel Round - Gamooga,https://www.crunchbase.com/funding_round/gamooga-angel--70133a02,Gamooga,https://www.crunchbase.com/organization/gamooga,Angel,115000,USD,115000,2016-01-29,Seed,,,,Yes,Omni-channel customer engagement platform backed by a powerful predictive analytics engine,"Analytics, Marketing Automation, Messaging, Predictive Analytics",,"Hyderabad, Andhra Pradesh, India, Asia",https://www.gamooga.com/,Less than $1M,115000,USD,115000,M&A,1,,,,,"323,253"
Non Equity Assistance - Playment,https://www.crunchbase.com/funding_round/playment-non-equity-assistance--015a7d7e,Playment,https://www.crunchbase.com/organization/playment,Non-equity Assistance,50000,USD,50000,2016-11-22,,,,,No,Playment is a fully managed data labeling platform generating training data for computer vision models at scale.,"Artificial Intelligence (AI), Autonomous Vehicles, Computer Vision, Data Collection and Labeling, Enterprise Software, Machine Learning, Outsourcing",,"Bangalore, Karnataka, India, Asia",https://playment.io,$1M to $10M,2470000,USD,2470000,M&A,4,Google Launchpad Accelerator,Google Launchpad Accelerator,1,,"378,894"
Seed Round - Galaxy.AI,https://www.crunchbase.com/funding_round/nanotechgalaxy-seed--8106b205,Galaxy.AI,https://www.crunchbase.com/organization/nanotechgalaxy,Seed,120000,USD,120000,2016-09-28,Seed,,,,Yes,"Galaxy.AI create AI to automate P&C insurance claims processing, disrupting a $50B/year market.","Artificial Intelligence (AI), Computer Vision, Enterprise Software, FinTech, Insurance, InsurTech, Machine Learning, Property Insurance, Software","Women Founded, Women Led","Cambridge, Massachusetts, United States, North America",http://www.galaxy.ai,Less than $1M,3019999,USD,3019999,,3,Techstars,"Right Side Capital Management, Techstars",2,1,"329,713"
Seed Round - PromoContent,https://www.crunchbase.com/funding_round/promocontent-seed--36cc7b89,PromoContent,https://www.crunchbase.com/organization/promocontent,Seed,300000,BRL,79789,2016-03-05,Seed,3000000,BRL,797892,Yes,PromoContent changes how using artificial intelligence and machine learning to add data to content creation changes the market.,"Artificial Intelligence (AI), Content Marketing, Machine Learning",,"São Paulo, Sao Paulo, Brazil, South America",https://promocontent.io,,300000,BRL,79789,Seed,2,Leonardo Sanchez,Leonardo Sanchez,1,,"414,870"
Grant - Offshore Navigation Ltd,https://www.crunchbase.com/funding_round/offshore-navigation-ltd-grant--5d87f74d,Offshore Navigation Ltd,https://www.crunchbase.com/organization/offshore-navigation-ltd,Grant,50000,EUR,55832,2016-08-01,,,,,No,Offshore Navigation has the VoyOpt service that is a innovative AI based Voyage Optimization and Weather Routing Solutions,"Artificial Intelligence (AI), Energy Efficiency, Machine Learning, Marine Technology, Marine Transportation, Navigation, Software",,"The Valley, NA - Anguilla, Anguilla, North America",https://www.offshorenavigation.com/,,50000,EUR,55832,,1,EASME - EU Executive Agency for SMEs,EASME - EU Executive Agency for SMEs,1,,"568,551"
Pre Seed Round - Delium Technologies,https://www.crunchbase.com/funding_round/delium-technologies-pre-seed--3b9ff98e,Delium Technologies,https://www.crunchbase.com/organization/delium-technologies,Pre-Seed,70000,USD,70000,2016-10-19,Seed,300000,USD,300000,Yes,AI and ML to solve the age-old unsolved problem in inventory for retailers,"Artificial Intelligence (AI), Machine Learning, Retail Technology, SaaS, Software",,"Chennai, Tamil Nadu, India, Asia",https://www.delium.ai,Less than $1M,70000,USD,70000,Seed,1,,,,,"610,034"
Convertible Note - LimeSpot,https://www.crunchbase.com/funding_round/limespot-convertible-note--77f85994,LimeSpot,https://www.crunchbase.com/organization/limespot,Convertible Note,110000,USD,110000,2016-10-01,,,,,No,LimeSpot is an eCommerce conversion data network powered by advanced patented algorithms.,"Analytics, Artificial Intelligence (AI), E-Commerce, Personalization",,"Vancouver, British Columbia, Canada, North America",https://limespot.com,$1M to $10M,1615000,USD,1615000,M&A,8,,,,,"315,685"
Seed Round - Genylabs,https://www.crunchbase.com/funding_round/genylabs-seed--955e8331,Genylabs,https://www.crunchbase.com/organization/genylabs,Seed,60800,USD,60800,2016-12-05,Seed,,,,Yes,Genylabs is an artificial intelligence company.,"Artificial Intelligence (AI), E-Learning",,"Hyderabad, Andhra Pradesh, India, Asia",https://genylabs.io/,$1M to $10M,1211300,USD,1211300,Seed,5,,Globevestor,1,,"315,698"
Grant - Prometheus,https://www.crunchbase.com/funding_round/prometheus-grant--ad75f1d1,Prometheus,https://www.crunchbase.com/organization/prometheus,Grant,20000,CHF,20583,2016-04-27,,,,,No,Prometheus is an online platform that uses AI and Machine Learning to help students make better career choices.,"Artificial Intelligence (AI), Big Data, Career Planning, Education, Higher Education, Machine Learning, Software, STEM Education",,"Torino, Piemonte, Italy, Europe",http://prometheus-en.strikingly.com/,$100M to $500M,30000,CHF,30645,,2,Venture Kick,Venture Kick,1,,"179,346"
Pre Seed Round - Treevia - Forest Technologies,https://www.crunchbase.com/funding_round/treevia-pre-seed--43fad4b3,Treevia - Forest Technologies,https://www.crunchbase.com/organization/treevia,Pre-Seed,200000,BRL,56167,2016-04-01,Seed,,,,Yes,Treevia is literally connecting forests around the world into the internet to ensure more sustainable use of natural resources.,"Agriculture, AgTech, Artificial Intelligence (AI), Environmental Engineering, Forestry, GreenTech, Hardware, Internet of Things, Machine Learning, Predictive Analytics",,"São José Dos Campos, Sao Paulo, Brazil, South America",https://treevia.com.br/,Less than $1M,2240000,BRL,669148,Seed,6,,Fundação de Amparo à Pesquisa do Estado de SP,1,,"235,597"
Grant - Curiato Inc.,https://www.crunchbase.com/funding_round/curiato-inc-grant--8c62c86e,Curiato Inc.,https://www.crunchbase.com/organization/curiato-inc,Grant,25000,CAD,18668,2016-11-01,,,,,No,"Curiato Inc. is an AI company that predict, prevent and protect patients from the occurrence of pressure injuries.","Artificial Intelligence (AI), Health Care, Information Technology, Internet of Things, Software",,"Kitchener, Ontario, Canada, North America",https://www.curiato.com/,Less than $1M,36000,CAD,26853,Seed,5,Velocity,Velocity,1,,"206,038"
Seed Round - Gigliotti.Co Limited,https://www.crunchbase.com/funding_round/gigliotti-co-limited-seed--31c0bccd,Gigliotti.Co Limited,https://www.crunchbase.com/organization/gigliotti-co-limited,Seed,60000,EUR,65342,2016-02-01,Seed,1500000,EUR,1633558,Yes,"SmartDrinx, a smart, interactive, autonomous IoT beverage dispensing system","Apps, Big Data, Food and Beverage, Hardware, Hospitality, Internet of Things, Predictive Analytics, Software",,"Mountshannon, Clare, Ireland, Europe",http://gigliotti.co/,$1M to $10M,60000,EUR,65342,Seed,1,Charles Seadon,Charles Seadon,1,,"206,523"
Seed Round - Voibook,https://www.crunchbase.com/funding_round/voibook-seed--c52169de,Voibook,https://www.crunchbase.com/organization/voibook,Seed,500000,CNY,72615,2016-12-01,Seed,,,,Yes,"Voibook provides internet access, artificial intelligence technology, and a service platform for hearing.","Artificial Intelligence (AI), Audiobooks, Internet",,"Panyu, Guangdong, China, Asia",http://www.voibook.com,,3500000,CNY,547610,Seed,2,,,,,"523,165"
Convertible Note - EMYS,https://www.crunchbase.com/funding_round/flash-robotics-convertible-note--dd9d2a02,EMYS,https://www.crunchbase.com/organization/flash-robotics,Convertible Note,60000,USD,60000,2016-11-14,,1000000,USD,1000000,No,"EMYS - the most advanced, English speaking educational robot with outstanding interactive capabilities for kids aged 3 - 7.","Artificial Intelligence (AI), Education, Language Learning, Robotics, STEM Education",,"Wroclaw, Dolnoslaskie, Poland, Europe",http://www.emys.co,Less than $1M,3390000,USD,3390000,Early Stage Venture,7,,"HAX, SOSV",2,2,"611,934"
Seed Round - Quadient Accounts Receivable by YayPay,https://www.crunchbase.com/funding_round/yaypay-inc-seed--0755a77f,Quadient Accounts Receivable by YayPay,https://www.crunchbase.com/organization/yaypay-inc,Seed,120000,USD,120000,2016-02-22,Seed,,,,Yes,Quadient Accounts Receivable is an automated AR platform that streamlines the entire credit-to-cash process for B2B companies.,"Artificial Intelligence (AI), FinTech, Payments, SaaS, Software",,"New York, New York, United States, North America",https://www.quadient.com/en/ar-automation,Less than $1M,13920000,USD,13920000,M&A,7,Techstars,Techstars,1,,"289,933"
Seed Round - Halla,https://www.crunchbase.com/funding_round/halla-seed--3ec8f5d1,Halla,https://www.crunchbase.com/organization/halla,Seed,25000,USD,25000,2016-05-16,Seed,,,,Yes,Halla is an A.I. company that designs and develops real-time personalization solutions for grocers.,"Artificial Intelligence (AI), Delivery, E-Commerce, Grocery, Software",,"Los Angeles, California, United States, North America",https://www.halla.io,$1M to $10M,9500000,USD,9500000,M&A,10,,,,,"398,445"
