"geo","domain","count","rca","reldens","comp"
"1408","Electrical machinery, apparatus, energy",4,1.86,41.76,13.9
"681","Electrical machinery, apparatus, energy",45,1.84,38.72,13.9
"767","Electrical machinery, apparatus, energy",0,0,8.43,13.9
"50","Electrical machinery, apparatus, energy",43,0.72,53.99,13.9
"885","Electrical machinery, apparatus, energy",4,1.36,54.67,13.9
"579","Electrical machinery, apparatus, energy",8,0.98,40.85,13.9
"1040","Electrical machinery, apparatus, energy",88,0.82,47.68,13.9
"1676","Electrical machinery, apparatus, energy",17,1.66,41.15,13.9
"1538","Electrical machinery, apparatus, energy",255,0.48,9.95,13.9
"1765","Electrical machinery, apparatus, energy",5,0.57,40.09,13.9
"932","Electrical machinery, apparatus, energy",0,0,17.39,13.9
"755","Electrical machinery, apparatus, energy",0,0,3.26,13.9
"835","Electrical machinery, apparatus, energy",24,0.25,9.34,13.9
"51","Electrical machinery, apparatus, energy",9,1.4,46.32,13.9
"923","Electrical machinery, apparatus, energy",1,1.77,13.9,13.9
"623","Electrical machinery, apparatus, energy",1,0.55,28.78,13.9
"99","Electrical machinery, apparatus, energy",0,0,36.45,13.9
"882","Electrical machinery, apparatus, energy",41,0.33,22.25,13.9
"575","Electrical machinery, apparatus, energy",0,0,6.83,13.9
"610","Electrical machinery, apparatus, energy",338,1.17,38.65,13.9
"367","Electrical machinery, apparatus, energy",1,2.21,25.06,13.9
"811","Electrical machinery, apparatus, energy",0,0,27.33,13.9
"1762","Electrical machinery, apparatus, energy",70,0.62,32.73,13.9
"1531","Electrical machinery, apparatus, energy",0,0,30.6,13.9
"1632","Electrical machinery, apparatus, energy",0,0,8.66,13.9
"832","Electrical machinery, apparatus, energy",7,4.43,40.17,13.9
"505","Electrical machinery, apparatus, energy",0,0,0.91,13.9
"1520","Electrical machinery, apparatus, energy",27,1.73,38.04,13.9
"583","Electrical machinery, apparatus, energy",3,3.13,36.6,13.9
"821","Electrical machinery, apparatus, energy",0,0,2.73,13.9
"49","Electrical machinery, apparatus, energy",0,0,25.97,13.9
"851","Electrical machinery, apparatus, energy",1,0.89,32.27,13.9
"1769","Electrical machinery, apparatus, energy",15,0.33,24.3,13.9
"317","Electrical machinery, apparatus, energy",0,0,28.63,13.9
"87","Electrical machinery, apparatus, energy",1,1.77,12.76,13.9
"176","Electrical machinery, apparatus, energy",22,1.02,55.35,13.9
"1409","Electrical machinery, apparatus, energy",0,0,14.12,13.9
"682","Electrical machinery, apparatus, energy",0,0,11.31,13.9
"768","Electrical machinery, apparatus, energy",0,0,2.51,13.9
"502","Electrical machinery, apparatus, energy",145,1.25,29.16,13.9
"886","Electrical machinery, apparatus, energy",10,1.5,40.77,13.9
"580","Electrical machinery, apparatus, energy",0,0,5.54,13.9
"1041","Electrical machinery, apparatus, energy",28,0.56,49.81,13.9
"1677","Electrical machinery, apparatus, energy",11,1.21,49.81,13.9
"1539","Electrical machinery, apparatus, energy",71,0.25,12.15,13.9
"1766","Electrical machinery, apparatus, energy",301,0.47,13.14,13.9
"934","Electrical machinery, apparatus, energy",0,0,12.6,13.9
"758","Electrical machinery, apparatus, energy",0,0,6.45,13.9
"836","Electrical machinery, apparatus, energy",0,0,0.76,13.9
"510","Electrical machinery, apparatus, energy",161,0.43,38.04,13.9
"924","Electrical machinery, apparatus, energy",1,0.14,20.05,13.9
"625","Electrical machinery, apparatus, energy",2,0.45,39.79,13.9
"990","Electrical machinery, apparatus, energy",0,0,11.39,13.9
"883","Electrical machinery, apparatus, energy",3,1.66,45.25,13.9
"576","Electrical machinery, apparatus, energy",0,0,39.94,13.9
"611","Electrical machinery, apparatus, energy",0,0,22.32,13.9
"368","Electrical machinery, apparatus, energy",8,0.2,0.76,13.9
"812","Electrical machinery, apparatus, energy",1,2.53,23.46,13.9
"1763","Electrical machinery, apparatus, energy",26,0.94,45.71,13.9
"1536","Electrical machinery, apparatus, energy",156,0.75,49.81,13.9
"1633","Electrical machinery, apparatus, energy",0,0,43.66,13.9
"833","Electrical machinery, apparatus, energy",2,1.48,31.74,13.9
"506","Electrical machinery, apparatus, energy",2,1.86,51.4,13.9
"1521","Electrical machinery, apparatus, energy",4,1.22,37.89,13.9
"585","Electrical machinery, apparatus, energy",0,0,0.23,13.9
"822","Electrical machinery, apparatus, energy",0,0,38.42,13.9
"491","Electrical machinery, apparatus, energy",0,0,21.18,13.9
"853","Electrical machinery, apparatus, energy",1,2.53,9.79,13.9
"177","Electrical machinery, apparatus, energy",11,0.49,13.74,13.9
"320","Electrical machinery, apparatus, energy",120,1.48,54.82,13.9
"870","Electrical machinery, apparatus, energy",0,0,18.07,13.9
"840","Electrical machinery, apparatus, energy",4,0.84,29.23,13.9
"141","Electrical machinery, apparatus, energy",0,0,42.98,13.9
"685","Electrical machinery, apparatus, energy",9,0.74,29.99,13.9
"769","Electrical machinery, apparatus, energy",1,1.48,23.16,13.9
"799","Electrical machinery, apparatus, energy",0,0,14.81,13.9
"1751","Electrical machinery, apparatus, energy",2,0.29,56.57,13.9
"662","Electrical machinery, apparatus, energy",0,0,1.97,13.9
"1042","Electrical machinery, apparatus, energy",1,0.17,17.31,13.9
"1678","Electrical machinery, apparatus, energy",209,0.48,35.38,13.9
"154","Electrical machinery, apparatus, energy",0,0,0.08,13.9
"640","Electrical machinery, apparatus, energy",0,0,13.06,13.9
"935","Electrical machinery, apparatus, energy",0,0,16.63,13.9
"76","Electrical machinery, apparatus, energy",15,0.95,53.23,13.9
"838","Electrical machinery, apparatus, energy",0,0,22.93,13.9
"511","Electrical machinery, apparatus, energy",33,2.13,47.76,13.9
"925","Electrical machinery, apparatus, energy",0,0,13.06,13.9
"626","Electrical machinery, apparatus, energy",3,1.21,46.24,13.9
"424","Electrical machinery, apparatus, energy",0,0,37.36,13.9
"1749","Electrical machinery, apparatus, energy",445,0.71,27.33,13.9
"649","Electrical machinery, apparatus, energy",31,1.99,50.11,13.9
"1773","Electrical machinery, apparatus, energy",21,0.31,22.93,13.9
"369","Electrical machinery, apparatus, energy",3,1.04,56.57,13.9
"874","Electrical machinery, apparatus, energy",1,1.97,18.15,13.9
"635","Electrical machinery, apparatus, energy",0,0,8.12,13.9
"1413","Electrical machinery, apparatus, energy",1,0.71,24.15,13.9
"1634","Electrical machinery, apparatus, energy",2,0.66,25.82,13.9
"802","Electrical machinery, apparatus, energy",0,0,20.73,13.9
"143","Electrical machinery, apparatus, energy",1,0.51,16.78,13.9
"1522","Electrical machinery, apparatus, energy",18,0.66,23.23,13.9
"224","Electrical machinery, apparatus, energy",0,0,37.59,13.9
"823","Electrical machinery, apparatus, energy",0,0,0.15,13.9
"495","Electrical machinery, apparatus, energy",0,0,0.08,13.9
"854","Electrical machinery, apparatus, energy",6,0.67,25.82,13.9
"1770","Electrical machinery, apparatus, energy",298,0.7,26.88,13.9
"322","Electrical machinery, apparatus, energy",86,2.16,55.96,13.9
"871","Electrical machinery, apparatus, energy",3,0.52,30.37,13.9
"841","Electrical machinery, apparatus, energy",2,0.91,37.89,13.9
"1410","Electrical machinery, apparatus, energy",0,0,5.54,13.9
"689","Electrical machinery, apparatus, energy",0,0,1.9,13.9
"77","Electrical machinery, apparatus, energy",34,0.38,25.66,13.9
"8","Electrical machinery, apparatus, energy",1,17.71,0,13.9
"1752","Electrical machinery, apparatus, energy",2,0.66,21.79,13.9
"666","Electrical machinery, apparatus, energy",0,0,2.05,13.9
"1043","Electrical machinery, apparatus, energy",12,0.46,22.1,13.9
"1679","Electrical machinery, apparatus, energy",20,1.33,57.48,13.9
"1540","Electrical machinery, apparatus, energy",44,0.73,36.52,13.9
"641","Electrical machinery, apparatus, energy",0,0,35.38,13.9
"936","Electrical machinery, apparatus, energy",19,1.29,27.33,13.9
"760","Electrical machinery, apparatus, energy",0,0,3.34,13.9
"839","Electrical machinery, apparatus, energy",0,0,15.72,13.9
"514","Electrical machinery, apparatus, energy",170,1.07,56.8,13.9
"926","Electrical machinery, apparatus, energy",5,1.03,30.6,13.9
"628","Electrical machinery, apparatus, energy",0,0,15.19,13.9
"426","Electrical machinery, apparatus, energy",0,0,1.9,13.9
"175","Electrical machinery, apparatus, energy",103,0.48,25.74,13.9
"650","Electrical machinery, apparatus, energy",16,0.7,36.75,13.9
"1774","Electrical machinery, apparatus, energy",169,0.9,23.08,13.9
"370","Electrical machinery, apparatus, energy",0,0,34.17,13.9
"875","Electrical machinery, apparatus, energy",0,0,5.85,13.9
"637","Electrical machinery, apparatus, energy",0,0,9.19,13.9
"1414","Electrical machinery, apparatus, energy",0,0,37.36,13.9
"1635","Electrical machinery, apparatus, energy",13,0.57,38.42,13.9
"803","Electrical machinery, apparatus, energy",14,1.53,48.75,13.9
"1430","Electrical machinery, apparatus, energy",1,17.71,0,13.9
"1523","Electrical machinery, apparatus, energy",11,0.65,39.56,13.9
"225","Electrical machinery, apparatus, energy",3,1.61,50.8,13.9
"824","Electrical machinery, apparatus, energy",0,0,6,13.9
"496","Electrical machinery, apparatus, energy",0,0,29.54,13.9
"855","Electrical machinery, apparatus, energy",0,0,0.68,13.9
"1771","Electrical machinery, apparatus, energy",10,0.28,14.58,13.9
"323","Electrical machinery, apparatus, energy",0,0,4.25,13.9
"872","Electrical machinery, apparatus, energy",0,0,39.56,13.9
"844","Electrical machinery, apparatus, energy",5,1.81,39.71,13.9
"1411","Electrical machinery, apparatus, energy",1,0.84,43.96,13.9
"693","Electrical machinery, apparatus, energy",0,0,23.54,13.9
"770","Electrical machinery, apparatus, energy",0,0,33.41,13.9
"80","Electrical machinery, apparatus, energy",0,0,0.08,13.9
"1753","Electrical machinery, apparatus, energy",6,0.46,40.85,13.9
"672","Electrical machinery, apparatus, energy",99,0.46,45.79,13.9
"1044","Electrical machinery, apparatus, energy",37,0.97,37.28,13.9
"168","Electrical machinery, apparatus, energy",11,1.65,59.23,13.9
"1541","Electrical machinery, apparatus, energy",47,0.63,16.93,13.9
"642","Electrical machinery, apparatus, energy",0,0,31.36,13.9
"937","Electrical machinery, apparatus, energy",2,0.47,8.66,13.9
"761","Electrical machinery, apparatus, energy",84,0.96,21.03,13.9
"84","Electrical machinery, apparatus, energy",0,0,6.53,13.9
"515","Electrical machinery, apparatus, energy",1,1.77,29.46,13.9
"927","Electrical machinery, apparatus, energy",1,5.9,19.82,13.9
"629","Electrical machinery, apparatus, energy",2,1.18,37.97,13.9
"428","Electrical machinery, apparatus, energy",275,0.54,43.51,13.9
"1750","Electrical machinery, apparatus, energy",238,0.87,7.44,13.9
"653","Electrical machinery, apparatus, energy",0,0,11.85,13.9
"1775","Electrical machinery, apparatus, energy",48,1.08,54.21,13.9
"373","Electrical machinery, apparatus, energy",0,0,10.17,13.9
"876","Electrical machinery, apparatus, energy",0,0,39.86,13.9
"64","Electrical machinery, apparatus, energy",0,0,0.08,13.9
"1415","Electrical machinery, apparatus, energy",0,0,7.59,13.9
"1636","Electrical machinery, apparatus, energy",15,1.24,14.96,13.9
"804","Electrical machinery, apparatus, energy",0,0,12.3,13.9
"1432","Electrical machinery, apparatus, energy",10,0.54,47.08,13.9
"1524","Electrical machinery, apparatus, energy",3,0.34,58.85,13.9
"226","Electrical machinery, apparatus, energy",0,0,41.53,13.9
"825","Electrical machinery, apparatus, energy",1,0.3,26.04,13.9
"497","Electrical machinery, apparatus, energy",1,2.21,40.24,13.9
"856","Electrical machinery, apparatus, energy",0,0,4.94,13.9
"1772","Electrical machinery, apparatus, energy",76,0.56,23.99,13.9
"325","Electrical machinery, apparatus, energy",68,1.89,66.74,13.9
"873","Electrical machinery, apparatus, energy",0,0,32.65,13.9
"845","Electrical machinery, apparatus, energy",0,0,15.49,13.9
"1412","Electrical machinery, apparatus, energy",1,1.61,42.44,13.9
"695","Electrical machinery, apparatus, energy",0,0,8.05,13.9
"771","Electrical machinery, apparatus, energy",0,0,13.9,13.9
"801","Electrical machinery, apparatus, energy",109,1.11,46.77,13.9
"1754","Electrical machinery, apparatus, energy",44,0.34,24.07,13.9
"675","Electrical machinery, apparatus, energy",3,4.09,39.64,13.9
"1045","Electrical machinery, apparatus, energy",1,0.17,35.76,13.9
"1680","Electrical machinery, apparatus, energy",266,0.86,25.74,13.9
"1542","Electrical machinery, apparatus, energy",95,0.46,21.18,13.9
"643","Electrical machinery, apparatus, energy",0,0,25.74,13.9
"938","Electrical machinery, apparatus, energy",0,0,21.03,13.9
"762","Electrical machinery, apparatus, energy",1,8.86,3.42,13.9
"1436","Electrical machinery, apparatus, energy",0,0,12.68,13.9
"516","Electrical machinery, apparatus, energy",162,3.89,56.72,13.9
"928","Electrical machinery, apparatus, energy",1,0.43,22.63,13.9
"630","Electrical machinery, apparatus, energy",9,0.93,52.32,13.9
"429","Electrical machinery, apparatus, energy",0,0,43.81,13.9
"1727","Electrical machinery, apparatus, energy",1,0.3,40.85,13.9
"1557","Electrical machinery, apparatus, energy",6,6.25,22.93,13.9
"1426","Electrical machinery, apparatus, energy",0,0,1.82,13.9
"375","Electrical machinery, apparatus, energy",0,0,2.05,13.9
"786","Electrical machinery, apparatus, energy",0,0,1.9,13.9
"1443","Electrical machinery, apparatus, energy",1,4.43,8.88,13.9
"1416","Electrical machinery, apparatus, energy",1,0.14,28.47,13.9
"1637","Electrical machinery, apparatus, energy",0,0,10.71,13.9
"805","Electrical machinery, apparatus, energy",0,0,9.57,13.9
"1433","Electrical machinery, apparatus, energy",0,0,21.49,13.9
"1525","Electrical machinery, apparatus, energy",4,0.45,38.04,13.9
"227","Electrical machinery, apparatus, energy",96,0.5,36.37,13.9
"386","Electrical machinery, apparatus, energy",0,0,3.26,13.9
"1724","Electrical machinery, apparatus, energy",415,0.41,28.93,13.9
"1554","Electrical machinery, apparatus, energy",2,1.14,34.7,13.9
"532","Electrical machinery, apparatus, energy",0,0,13.36,13.9
"326","Electrical machinery, apparatus, energy",1,0.1,35.46,13.9
"1715","Electrical machinery, apparatus, energy",100,1.01,50.57,13.9
"1440","Electrical machinery, apparatus, energy",1,1.48,26.2,13.9
"52","Electrical machinery, apparatus, energy",56,0.74,22.7,13.9
"696","Electrical machinery, apparatus, energy",8,0.51,40.77,13.9
"772","Electrical machinery, apparatus, energy",0,0,27.56,13.9
"432","Electrical machinery, apparatus, energy",0,0,15.72,13.9
"1755","Electrical machinery, apparatus, energy",75,0.78,35.08,13.9
"676","Electrical machinery, apparatus, energy",0,0,9.57,13.9
"1046","Electrical machinery, apparatus, energy",10,0.33,17.24,13.9
"1681","Electrical machinery, apparatus, energy",4,0.35,39.26,13.9
"1543","Electrical machinery, apparatus, energy",433,0.94,40.02,13.9
"645","Electrical machinery, apparatus, energy",7,0.63,19.06,13.9
"939","Electrical machinery, apparatus, energy",0,0,7.06,13.9
"763","Electrical machinery, apparatus, energy",0,0,37.51,13.9
"1437","Electrical machinery, apparatus, energy",2,0.33,51.25,13.9
"517","Electrical machinery, apparatus, energy",127,1.12,55.58,13.9
"929","Electrical machinery, apparatus, energy",0,0,11.69,13.9
"632","Electrical machinery, apparatus, energy",0,0,32.5,13.9
"43","Electrical machinery, apparatus, energy",0,0,35.23,13.9
"1728","Electrical machinery, apparatus, energy",19,0.88,33.56,13.9
"1558","Electrical machinery, apparatus, energy",0,0,14.65,13.9
"1427","Electrical machinery, apparatus, energy",114,0.57,44.04,13.9
"376","Electrical machinery, apparatus, energy",3,0.4,38.8,13.9
"787","Electrical machinery, apparatus, energy",0,0,13.06,13.9
"1444","Electrical machinery, apparatus, energy",1,0.4,22.93,13.9
"1417","Electrical machinery, apparatus, energy",0,0,1.9,13.9
"1638","Electrical machinery, apparatus, energy",36,0.94,27.64,13.9
"806","Electrical machinery, apparatus, energy",1,3.54,23.99,13.9
"1434","Electrical machinery, apparatus, energy",0,0,36.29,13.9
"1526","Electrical machinery, apparatus, energy",132,4.63,35.76,13.9
"228","Electrical machinery, apparatus, energy",4,8.86,26.8,13.9
