"","to","from","domain","count","world_domain_total","from_domain_total","export_share","import_share","deviation","importer_total","import_share_2","parent","buyer_total","year","share","count_M","rca","color","id","value","period"
"1418","Slovakia","Ukraine","Shipbuilding",678312,137209943714,76704092,"0.0559 %","3.7168 %",3.6608,678312,3.7168,"Europe",18250137,2024,0.8843,"$678.31k",66.49,"#006400","Slovakia",678312,2024
"1419","Slovenia","Ukraine","Shipbuilding",833690,137209943714,76704092,"0.0559 %","0.8849 %",0.829,833690,0.8849,"Europe",94212354,2024,1.0869,"$833.69k",15.83,"#006400","Slovenia",833690,2024
"1420","South Africa","Ukraine","Shipbuilding",14528,137209943714,76704092,"0.0559 %","0.0271 %",-0.0288,14528,0.0271,"Africa",53551780,2024,0.0189,"$14.53k",0.49,"#BD9494","South Africa",14528,2024
"1421","Spain","Ukraine","Shipbuilding",1471987,137209943714,76704092,"0.0559 %","0.0804 %",0.0245,1471987,0.0804,"Europe",1829828597,2024,1.919,"$1.47M",1.44,"#7FA77F","Spain",1471987,2024
"1422","Sweden","Ukraine","Shipbuilding",2417929,137209943714,76704092,"0.0559 %","0.4134 %",0.3575,2417929,0.4134,"Europe",584900092,2024,3.1523,"$2.42M",7.39,"#0E6C0E","Sweden",2417929,2024
"1423","Switzerland","Ukraine","Shipbuilding",329839,137209943714,76704092,"0.0559 %","0.0246 %",-0.0313,329839,0.0246,"Europe",1338865953,2024,0.43,"$329.84k",0.44,"#BB8C8C","Switzerland",329839,2024
"1424","Tanzania","Ukraine","Shipbuilding",145016,137209943714,76704092,"0.0559 %","0.226 %",0.1701,145016,0.226,"Africa",64155197,2024,0.1891,"$145.02k",4.04,"#2F7D2F","Tanzania",145016,2024
"1425","The Netherlands","Ukraine","Shipbuilding",1511825,137209943714,76704092,"0.0559 %","0.0517 %",-0.0043,1511825,0.0517,"Europe",2927015818,2024,1.971,"$1.51M",0.92,"#D0CACA","The Netherlands",1511825,2024
"1426","Turkiye","Ukraine","Shipbuilding",16227649,137209943714,76704092,"0.0559 %","1.5394 %",1.4835,16227649,1.5394,"Asia",1054184908,2024,21.1562,"$16.23M",27.54,"#006400","Turkiye",16227649,2024
"1427","United Arab Emirates","Ukraine","Shipbuilding",1981,137209943714,76704092,"0.0559 %","0 %",-0.0559,1981,0,"Asia",5290542022,2024,0.0026,"$1.98k",0,"darkred","United Arab Emirates",1981,2024
"1428","United Kingdom","Ukraine","Shipbuilding",2751663,137209943714,76704092,"0.0559 %","0.0819 %",0.026,2751663,0.0819,"Europe",3359811048,2024,3.5874,"$2.75M",1.47,"#7DA67D","United Kingdom",2751663,2024
"1429","United States","Ukraine","Shipbuilding",1845675,137209943714,76704092,"0.0559 %","0.0351 %",-0.0208,1845675,0.0351,"North America",5252529545,2024,2.4062,"$1.85M",0.63,"#C4A7A7","United States",1845675,2024
"1430","Albania","Ukraine","Textiles",5464,605843107688,402942061,"0.0665 %","8e-04 %",-0.0657,5464,8e-04,"Europe",646963874,2024,0.0014,"$5.46k",0.01,"#921515","Albania",5464,2024
"1431","Algeria","Ukraine","Textiles",2404,605843107688,402942061,"0.0665 %","1e-04 %",-0.0664,2404,1e-04,"Africa",1736491839,2024,6e-04,"$2.4k",0,"darkred","Algeria",2404,2024
"1432","Angola","Ukraine","Textiles",1432,605843107688,402942061,"0.0665 %","6e-04 %",-0.0659,1432,6e-04,"Africa",253027139,2024,4e-04,"$1.43k",0.01,"#921515","Angola",1432,2024
"1433","Argentina","Ukraine","Textiles",165075,605843107688,402942061,"0.0665 %","0.0131 %",-0.0534,165075,0.0131,"South America",1257298112,2024,0.041,"$165.07k",0.2,"#AB5E5E","Argentina",165075,2024
"1434","Armenia","Ukraine","Textiles",624717,605843107688,402942061,"0.0665 %","0.1276 %",0.061,624717,0.1276,"Asia",489774043,2024,0.155,"$624.72k",1.92,"#639863","Armenia",624717,2024
"1435","Australia","Ukraine","Textiles",917091,605843107688,402942061,"0.0665 %","0.0116 %",-0.0549,917091,0.0116,"Oceania",7896086501,2024,0.2276,"$917.09k",0.17,"#A95757","Australia",917091,2024
"1436","Austria","Ukraine","Textiles",2877233,605843107688,402942061,"0.0665 %","0.0404 %",-0.0261,2877233,0.0404,"Europe",7128399076,2024,0.7141,"$2.88M",0.61,"#C3A5A5","Austria",2877233,2024
"1437","Azerbaijan","Ukraine","Textiles",602762,605843107688,402942061,"0.0665 %","0.106 %",0.0395,602762,0.106,"Asia",568553524,2024,0.1496,"$602.76k",1.59,"#74A174","Azerbaijan",602762,2024
"1438","Bahrain","Ukraine","Textiles",93948,605843107688,402942061,"0.0665 %","0.0323 %",-0.0342,93948,0.0323,"Asia",290648022,2024,0.0233,"$93.95k",0.49,"#BD9494","Bahrain",93948,2024
"1439","Bangladesh","Ukraine","Textiles",29187,605843107688,402942061,"0.0665 %","2e-04 %",-0.0663,29187,2e-04,"Asia",12843037404,2024,0.0072,"$29.19k",0,"darkred","Bangladesh",29187,2024
"1440","Belgium","Ukraine","Textiles",948620,605843107688,402942061,"0.0665 %","0.0129 %",-0.0536,948620,0.0129,"Europe",7346859910,2024,0.2354,"$948.62k",0.19,"#AA5C5C","Belgium",948620,2024
"1441","Belize","Ukraine","Textiles",418,605843107688,402942061,"0.0665 %","5e-04 %",-0.066,418,5e-04,"North America",83715871,2024,1e-04,"$0.42k",0.01,"#921515","Belize",418,2024
"1442","Benin","Ukraine","Textiles",242582,605843107688,402942061,"0.0665 %","0.1503 %",0.0838,242582,0.1503,"Africa",161363195,2024,0.0602,"$242.58k",2.26,"#559155","Benin",242582,2024
"1443","Bermuda","Ukraine","Textiles",388,605843107688,402942061,"0.0665 %","0.0014 %",-0.0651,388,0.0014,"North America",28447899,2024,1e-04,"$0.39k",0.02,"#951E1E","Bermuda",388,2024
"1444","Bosnia and Herzegovina","Ukraine","Textiles",147085,605843107688,402942061,"0.0665 %","0.0192 %",-0.0473,147085,0.0192,"Europe",766147969,2024,0.0365,"$147.08k",0.29,"#B27272","Bosnia and Herzegovina",147085,2024
"1445","Brazil","Ukraine","Textiles",12490,605843107688,402942061,"0.0665 %","3e-04 %",-0.0662,12490,3e-04,"South America",4748752633,2024,0.0031,"$12.49k",0,"darkred","Brazil",12490,2024
"1446","Bulgaria","Ukraine","Textiles",4145792,605843107688,402942061,"0.0665 %","0.2513 %",0.1848,4145792,0.2513,"Europe",1649878115,2024,1.0289,"$4.15M",3.78,"#337F33","Bulgaria",4145792,2024
"1447","Cambodia","Ukraine","Textiles",993,605843107688,402942061,"0.0665 %","0 %",-0.0665,993,0,"Asia",6267375458,2024,2e-04,"$0.99k",0,"darkred","Cambodia",993,2024
"1448","Cameroon","Ukraine","Textiles",88,605843107688,402942061,"0.0665 %","0 %",-0.0665,88,0,"Africa",452999108,2024,0,"$0.09k",0,"darkred","Cameroon",88,2024
"1449","Canada","Ukraine","Textiles",881944,605843107688,402942061,"0.0665 %","0.0082 %",-0.0584,881944,0.0082,"North America",10819968350,2024,0.2189,"$881.94k",0.12,"#A44949","Canada",881944,2024
"1450","Central African Republic","Ukraine","Textiles",25,605843107688,402942061,"0.0665 %","2e-04 %",-0.0663,25,2e-04,"Africa",13004245,2024,6.2044e-06,"$0.03k",0,"darkred","Central African Republic",25,2024
"1451","Chile","Ukraine","Textiles",17996,605843107688,402942061,"0.0665 %","6e-04 %",-0.0659,17996,6e-04,"South America",3194812148,2024,0.0045,"$18k",0.01,"#921515","Chile",17996,2024
"1452","China","Ukraine","Textiles",570712,605843107688,402942061,"0.0665 %","0.0028 %",-0.0637,570712,0.0028,"Asia",20580203412,2024,0.1416,"$570.71k",0.04,"#992A2A","China",570712,2024
"1453","Colombia","Ukraine","Textiles",103556,605843107688,402942061,"0.0665 %","0.0055 %",-0.061,103556,0.0055,"South America",1868978429,2024,0.0257,"$103.56k",0.08,"#9F3C3C","Colombia",103556,2024
"1454","Comoros","Ukraine","Textiles",720,605843107688,402942061,"0.0665 %","0.0076 %",-0.059,720,0.0076,"Africa",9534312,2024,2e-04,"$0.72k",0.11,"#A34646","Comoros",720,2024
"1455","Costa Rica","Ukraine","Textiles",10004,605843107688,402942061,"0.0665 %","0.0017 %",-0.0648,10004,0.0017,"North America",591753467,2024,0.0025,"$10k",0.03,"#972525","Costa Rica",10004,2024
"1456","Croatia","Ukraine","Textiles",201030,605843107688,402942061,"0.0665 %","0.0114 %",-0.0551,201030,0.0114,"Europe",1759894519,2024,0.0499,"$201.03k",0.17,"#A95757","Croatia",201030,2024
"1457","Cyprus","Ukraine","Textiles",27946,605843107688,402942061,"0.0665 %","0.0075 %",-0.059,27946,0.0075,"Europe",371241822,2024,0.0069,"$27.95k",0.11,"#A34646","Cyprus",27946,2024
"1458","Czechia","Ukraine","Textiles",6463695,605843107688,402942061,"0.0665 %","0.1014 %",0.0349,6463695,0.1014,"Europe",6371654673,2024,1.6041,"$6.46M",1.53,"#78A378","Czechia",6463695,2024
"1459","Denmark","Ukraine","Textiles",58488596,605843107688,402942061,"0.0665 %","1.3369 %",1.2704,58488596,1.3369,"Europe",4374842628,2024,14.5154,"$58.49M",20.1,"#006400","Denmark",58488596,2024
"1460","Djibouti","Ukraine","Textiles",59,605843107688,402942061,"0.0665 %","0 %",-0.0665,59,0,"Africa",357482093,2024,0,"$0.06k",0,"darkred","Djibouti",59,2024
"1461","Dominican Republic","Ukraine","Textiles",15008,605843107688,402942061,"0.0665 %","0.0018 %",-0.0648,15008,0.0018,"North America",854818460,2024,0.0037,"$15.01k",0.03,"#972525","Dominican Republic",15008,2024
"1462","DR Congo","Ukraine","Textiles",5886,605843107688,402942061,"0.0665 %","0.0014 %",-0.0651,5886,0.0014,"Africa",413793747,2024,0.0015,"$5.89k",0.02,"#951E1E","DR Congo",5886,2024
"1463","Ecuador","Ukraine","Textiles",9074,605843107688,402942061,"0.0665 %","0.0014 %",-0.0651,9074,0.0014,"South America",663710874,2024,0.0023,"$9.07k",0.02,"#951E1E","Ecuador",9074,2024
"1464","Egypt","Ukraine","Textiles",28143,605843107688,402942061,"0.0665 %","0.001 %",-0.0655,28143,0.001,"Africa",2925688344,2024,0.007,"$28.14k",0.01,"#921515","Egypt",28143,2024
"1465","El Salvador","Ukraine","Textiles",26412,605843107688,402942061,"0.0665 %","0.0031 %",-0.0634,26412,0.0031,"North America",852279790,2024,0.0066,"$26.41k",0.05,"#9B2F2F","El Salvador",26412,2024
"1466","Equatorial Guinea","Ukraine","Textiles",12665,605843107688,402942061,"0.0665 %","0.0848 %",0.0183,12665,0.0848,"Africa",14930116,2024,0.0031,"$12.66k",1.28,"#8EAF8E","Equatorial Guinea",12665,2024
"1467","Estonia","Ukraine","Textiles",1772393,605843107688,402942061,"0.0665 %","0.2935 %",0.227,1772393,0.2935,"Europe",603836222,2024,0.4399,"$1.77M",4.41,"#2A7A2A","Estonia",1772393,2024
"1468","Finland","Ukraine","Textiles",4930578,605843107688,402942061,"0.0665 %","0.3024 %",0.2359,4930578,0.3024,"Europe",1630611585,2024,1.2236,"$4.93M",4.55,"#287928","Finland",4930578,2024
"1469","France","Ukraine","Textiles",10671474,605843107688,402942061,"0.0665 %","0.0422 %",-0.0243,10671474,0.0422,"Europe",25289456150,2024,2.6484,"$10.67M",0.63,"#C4A7A7","France",10671474,2024
"1470","Georgia","Ukraine","Textiles",716587,605843107688,402942061,"0.0665 %","0.1544 %",0.0879,716587,0.1544,"Asia",464210954,2024,0.1778,"$716.59k",2.32,"#539053","Georgia",716587,2024
"1471","Germany","Ukraine","Textiles",50894929,605843107688,402942061,"0.0665 %","0.1262 %",0.0597,50894929,0.1262,"Europe",40327900815,2024,12.6308,"$50.89M",1.9,"#649864","Germany",50894929,2024
"1472","Ghana","Ukraine","Textiles",702141,605843107688,402942061,"0.0665 %","0.0525 %",-0.014,702141,0.0525,"Africa",1336566193,2024,0.1743,"$702.14k",0.79,"#CBBCBC","Ghana",702141,2024
"1473","Gibraltar","Ukraine","Textiles",412,605843107688,402942061,"0.0665 %","0.0027 %",-0.0638,412,0.0027,"Europe",15017660,2024,1e-04,"$0.41k",0.04,"#992A2A","Gibraltar",412,2024
"1474","Greece","Ukraine","Textiles",100539,605843107688,402942061,"0.0665 %","0.0037 %",-0.0629,100539,0.0037,"Europe",2748538045,2024,0.025,"$100.54k",0.05,"#9B2F2F","Greece",100539,2024
"1475","Guatemala","Ukraine","Textiles",1769,605843107688,402942061,"0.0665 %","1e-04 %",-0.0664,1769,1e-04,"North America",1304879898,2024,4e-04,"$1.77k",0,"darkred","Guatemala",1769,2024
"1476","Guinea","Ukraine","Textiles",1112,605843107688,402942061,"0.0665 %","4e-04 %",-0.0661,1112,4e-04,"Africa",306282372,2024,3e-04,"$1.11k",0.01,"#921515","Guinea",1112,2024
"1477","Guyana","Ukraine","Textiles",941,605843107688,402942061,"0.0665 %","0.0017 %",-0.0648,941,0.0017,"South America",56225779,2024,2e-04,"$0.94k",0.03,"#972525","Guyana",941,2024
"1478","Honduras","Ukraine","Textiles",5577,605843107688,402942061,"0.0665 %","5e-04 %",-0.066,5577,5e-04,"North America",1059062262,2024,0.0014,"$5.58k",0.01,"#921515","Honduras",5577,2024
"1479","Hong Kong","Ukraine","Textiles",119150,605843107688,402942061,"0.0665 %","0.0018 %",-0.0647,119150,0.0018,"Asia",6702104124,2024,0.0296,"$119.15k",0.03,"#972525","Hong Kong",119150,2024
"1480","Hungary","Ukraine","Textiles",19513047,605843107688,402942061,"0.0665 %","0.6928 %",0.6263,19513047,0.6928,"Europe",2816685281,2024,4.8426,"$19.51M",10.42,"#006400","Hungary",19513047,2024
"1481","Iceland","Ukraine","Textiles",480018,605843107688,402942061,"0.0665 %","0.2293 %",0.1628,480018,0.2293,"Europe",209349946,2024,0.1191,"$480.02k",3.45,"#388238","Iceland",480018,2024
"1482","India","Ukraine","Textiles",9065,605843107688,402942061,"0.0665 %","1e-04 %",-0.0664,9065,1e-04,"Asia",7316982986,2024,0.0022,"$9.06k",0,"darkred","India",9065,2024
"1483","Indonesia","Ukraine","Textiles",33365,605843107688,402942061,"0.0665 %","4e-04 %",-0.0661,33365,4e-04,"Asia",7802689654,2024,0.0083,"$33.37k",0.01,"#921515","Indonesia",33365,2024
"1484","Iraq","Ukraine","Textiles",1318,605843107688,402942061,"0.0665 %","1e-04 %",-0.0664,1318,1e-04,"Asia",2084297438,2024,3e-04,"$1.32k",0,"darkred","Iraq",1318,2024
"1485","Ireland","Ukraine","Textiles",743155,605843107688,402942061,"0.0665 %","0.0286 %",-0.0379,743155,0.0286,"Europe",2597351691,2024,0.1844,"$743.16k",0.43,"#BA8A8A","Ireland",743155,2024
"1486","Israel","Ukraine","Textiles",4636944,605843107688,402942061,"0.0665 %","0.172 %",0.1055,4636944,0.172,"Asia",2696414573,2024,1.1508,"$4.64M",2.59,"#4B8C4B","Israel",4636944,2024
"1487","Italy","Ukraine","Textiles",19104232,605843107688,402942061,"0.0665 %","0.0935 %",0.027,19104232,0.0935,"Europe",20424900009,2024,4.7412,"$19.1M",1.41,"#81A881","Italy",19104232,2024
"1488","Ivory Coast","Ukraine","Textiles",96104,605843107688,402942061,"0.0665 %","0.0217 %",-0.0448,96104,0.0217,"Africa",442528519,2024,0.0239,"$96.1k",0.33,"#B47979","Ivory Coast",96104,2024
"1489","Japan","Ukraine","Textiles",877340,605843107688,402942061,"0.0665 %","0.0044 %",-0.0621,877340,0.0044,"Asia",19864236525,2024,0.2177,"$877.34k",0.07,"#9E3838","Japan",877340,2024
"1490","Jordan","Ukraine","Textiles",2306,605843107688,402942061,"0.0665 %","2e-04 %",-0.0663,2306,2e-04,"Asia",1260006498,2024,6e-04,"$2.31k",0,"darkred","Jordan",2306,2024
"1491","Kazakhstan","Ukraine","Textiles",3346547,605843107688,402942061,"0.0665 %","0.1052 %",0.0386,3346547,0.1052,"Asia",3182425860,2024,0.8305,"$3.35M",1.58,"#75A275","Kazakhstan",3346547,2024
"1492","Kenya","Ukraine","Textiles",477920,605843107688,402942061,"0.0665 %","0.0368 %",-0.0297,477920,0.0368,"Africa",1298734263,2024,0.1186,"$477.92k",0.55,"#C09C9C","Kenya",477920,2024
"1493","Kuwait","Ukraine","Textiles",359404,605843107688,402942061,"0.0665 %","0.0269 %",-0.0396,359404,0.0269,"Asia",1333933073,2024,0.0892,"$359.4k",0.41,"#B98787","Kuwait",359404,2024
"1494","Kyrgyzstan","Ukraine","Textiles",126782,605843107688,402942061,"0.0665 %","0.005 %",-0.0615,126782,0.005,"Asia",2518958719,2024,0.0315,"$126.78k",0.08,"#9F3C3C","Kyrgyzstan",126782,2024
"1495","Latvia","Ukraine","Textiles",4723799,605843107688,402942061,"0.0665 %","0.7954 %",0.7289,4723799,0.7954,"Europe",593890857,2024,1.1723,"$4.72M",11.96,"#006400","Latvia",4723799,2024
"1496","Lebanon","Ukraine","Textiles",72934,605843107688,402942061,"0.0665 %","0.0157 %",-0.0508,72934,0.0157,"Asia",463289379,2024,0.0181,"$72.93k",0.24,"#AE6767","Lebanon",72934,2024
"1497","Liberia","Ukraine","Textiles",3868,605843107688,402942061,"0.0665 %","0.0065 %",-0.06,3868,0.0065,"Africa",59808674,2024,0.001,"$3.87k",0.1,"#A24343","Liberia",3868,2024
"1498","Libya","Ukraine","Textiles",285,605843107688,402942061,"0.0665 %","1e-04 %",-0.0665,285,1e-04,"Africa",487004969,2024,1e-04,"$0.28k",0,"darkred","Libya",285,2024
"1499","Lithuania","Ukraine","Textiles",13709331,605843107688,402942061,"0.0665 %","1.1661 %",1.0996,13709331,1.1661,"Europe",1175664199,2024,3.4023,"$13.71M",17.53,"#006400","Lithuania",13709331,2024
"1500","Luxembourg","Ukraine","Textiles",47982,605843107688,402942061,"0.0665 %","0.0092 %",-0.0573,47982,0.0092,"Europe",522748299,2024,0.0119,"$47.98k",0.14,"#A64F4F","Luxembourg",47982,2024
"1501","Macao","Ukraine","Textiles",14559,605843107688,402942061,"0.0665 %","0.0026 %",-0.064,14559,0.0026,"Asia",568946899,2024,0.0036,"$14.56k",0.04,"#992A2A","Macao",14559,2024
"1502","Madagascar","Ukraine","Textiles",79,605843107688,402942061,"0.0665 %","0 %",-0.0665,79,0,"Africa",616874915,2024,0,"$0.08k",0,"darkred","Madagascar",79,2024
"1503","Malawi","Ukraine","Textiles",129117,605843107688,402942061,"0.0665 %","0.081 %",0.0144,129117,0.081,"Africa",159501803,2024,0.032,"$129.12k",1.22,"#95B295","Malawi",129117,2024
"1504","Malaysia","Ukraine","Textiles",56062,605843107688,402942061,"0.0665 %","0.0012 %",-0.0653,56062,0.0012,"Asia",4542162541,2024,0.0139,"$56.06k",0.02,"#951E1E","Malaysia",56062,2024
"1505","Maldives","Ukraine","Textiles",1944,605843107688,402942061,"0.0665 %","0.0025 %",-0.064,1944,0.0025,"Asia",78610668,2024,5e-04,"$1.94k",0.04,"#992A2A","Maldives",1944,2024
"1506","Malta","Ukraine","Textiles",32465,605843107688,402942061,"0.0665 %","0.0201 %",-0.0464,32465,0.0201,"Europe",161458259,2024,0.0081,"$32.47k",0.3,"#B27474","Malta",32465,2024
"1507","Marshall Islands","Ukraine","Textiles",4694,605843107688,402942061,"0.0665 %","0.0643 %",-0.0022,4694,0.0643,"Oceania",7304143,2024,0.0012,"$4.69k",0.97,"#D2D0D0","Marshall Islands",4694,2024
"1508","Mauritius","Ukraine","Textiles",58232,605843107688,402942061,"0.0665 %","0.0224 %",-0.0441,58232,0.0224,"Africa",260107498,2024,0.0145,"$58.23k",0.34,"#B57B7B","Mauritius",58232,2024
"1509","Mexico","Ukraine","Textiles",2,605843107688,402942061,"0.0665 %","0 %",-0.0665,2,1.619e-08,"North America",12353556029,2024,4.9635e-07,"$0k",0,"darkred","Mexico",2,2024
"1510","Moldova","Ukraine","Textiles",6096472,605843107688,402942061,"0.0665 %","1.4749 %",1.4084,6096472,1.4749,"Europe",413337903,2024,1.513,"$6.1M",22.18,"#006400","Moldova",6096472,2024
"1511","Mongolia","Ukraine","Textiles",1686,605843107688,402942061,"0.0665 %","0.0014 %",-0.0651,1686,0.0014,"Asia",117259061,2024,4e-04,"$1.69k",0.02,"#951E1E","Mongolia",1686,2024
"1512","Montenegro","Ukraine","Textiles",25647,605843107688,402942061,"0.0665 %","0.0181 %",-0.0484,25647,0.0181,"Europe",141663405,2024,0.0064,"$25.65k",0.27,"#B06E6E","Montenegro",25647,2024
"1513","Morocco","Ukraine","Textiles",139029,605843107688,402942061,"0.0665 %","0.0023 %",-0.0642,139029,0.0023,"Africa",6144378148,2024,0.0345,"$139.03k",0.03,"#972525","Morocco",139029,2024
"1514","Mozambique","Ukraine","Textiles",25904,605843107688,402942061,"0.0665 %","0.0069 %",-0.0596,25904,0.0069,"Africa",376779575,2024,0.0064,"$25.9k",0.1,"#A24343","Mozambique",25904,2024
"1515","Namibia","Ukraine","Textiles",599,605843107688,402942061,"0.0665 %","3e-04 %",-0.0662,599,3e-04,"Africa",181224770,2024,1e-04,"$0.6k",0,"darkred","Namibia",599,2024
"1516","New Zealand","Ukraine","Textiles",94467,605843107688,402942061,"0.0665 %","0.0069 %",-0.0596,94467,0.0069,"Oceania",1364704009,2024,0.0234,"$94.47k",0.1,"#A24343","New Zealand",94467,2024
"1517","Nicaragua","Ukraine","Textiles",9,605843107688,402942061,"0.0665 %","0 %",-0.0665,9,6.5658e-07,"North America",1370745909,2024,2.2336e-06,"$0.01k",0,"darkred","Nicaragua",9,2024
"1518","Nigeria","Ukraine","Textiles",1467,605843107688,402942061,"0.0665 %","1e-04 %",-0.0665,1467,1e-04,"Africa",2696785741,2024,4e-04,"$1.47k",0,"darkred","Nigeria",1467,2024
"1519","North Macedonia","Ukraine","Textiles",20412,605843107688,402942061,"0.0665 %","0.0035 %",-0.063,20412,0.0035,"Europe",584920516,2024,0.0051,"$20.41k",0.05,"#9B2F2F","North Macedonia",20412,2024
"1520","Norway","Ukraine","Textiles",4859003,605843107688,402942061,"0.0665 %","0.1957 %",0.1292,4859003,0.1957,"Europe",2483348470,2024,1.2059,"$4.86M",2.94,"#438743","Norway",4859003,2024
"1521","Oman","Ukraine","Textiles",28,605843107688,402942061,"0.0665 %","0 %",-0.0665,28,0,"Asia",260659926,2024,6.9489e-06,"$0.03k",0,"darkred","Oman",28,2024
"1522","Pakistan","Ukraine","Textiles",2282,605843107688,402942061,"0.0665 %","1e-04 %",-0.0664,2282,1e-04,"Asia",3726818261,2024,6e-04,"$2.28k",0,"darkred","Pakistan",2282,2024
"1523","Palau","Ukraine","Textiles",1685,605843107688,402942061,"0.0665 %","0.1097 %",0.0432,1685,0.1097,"Oceania",1535650,2024,4e-04,"$1.69k",1.65,"#719F71","Palau",1685,2024
"1524","Panama","Ukraine","Textiles",841,605843107688,402942061,"0.0665 %","1e-04 %",-0.0664,841,1e-04,"North America",597534923,2024,2e-04,"$0.84k",0,"darkred","Panama",841,2024
"1525","Paraguay","Ukraine","Textiles",11702,605843107688,402942061,"0.0665 %","0.0022 %",-0.0643,11702,0.0022,"South America",536608574,2024,0.0029,"$11.7k",0.03,"#972525","Paraguay",11702,2024
"1526","Peru","Ukraine","Textiles",35702,605843107688,402942061,"0.0665 %","0.002 %",-0.0645,35702,0.002,"South America",1785313157,2024,0.0089,"$35.7k",0.03,"#972525","Peru",35702,2024
