Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Opteam,https://www.crunchbase.com/funding_round/opteam-pre-seed--bdd7155a,Opteam,https://www.crunchbase.com/organization/opteam,Pre-Seed,570000,AED,155186,2024-08-04,Seed,,,,Yes,Construction Project Management Software,"Artificial Intelligence (AI), Construction, Machine Learning, Project Management, Smart Cities, Software, Sustainability",,"Dubai, Dubai, United Arab Emirates, Asia",http://opteam.ai,Less than $1M,570000,AED,155186,Seed,2,SANDBOX accelerator,SANDBOX accelerator,1,,"2,100"
Series B - Hebbia,https://www.crunchbase.com/funding_round/hebbia-series-b--b34f0cf4,Hebbia,https://www.crunchbase.com/organization/hebbia,Series B,130000000,USD,130000000,2024-07-08,Early Stage Venture,570000000,USD,570000000,Yes,Hebbia is an AI platform that helps companies transform heaps of information into insights.,"Artificial Intelligence (AI), Business Intelligence, Productivity Tools, Software",,"New York, New York, United States, North America",http://hebbia.ai,$1M to $10M,161100000,USD,161100000,Early Stage Venture,3,Andreessen Horowitz,"Andreessen Horowitz, Google Ventures, Index Ventures, Peter Thiel",4,,"2,048"
Series A - Gynger,https://www.crunchbase.com/funding_round/gynger-io-series-a--2870053d,Gynger,https://www.crunchbase.com/organization/gynger-io,Series A,20000000,USD,20000000,2024-06-20,Early Stage Venture,,,,Yes,"The first AI-powered payments platform with embedded financing, built for buyers and sellers of technology.","Artificial Intelligence (AI), Billing, Finance, Financial Services, FinTech, Information Technology, Lending, Payments, Sales Automation, Software",,"New York, New York, United States, North America",https://www.gynger.io,$1M to $10M,141700000,USD,141700000,Early Stage Venture,4,PayPal Ventures,"Bag Ventures, Deciens Capital, Gradient Ventures, m]x[v Capital, PayPal Ventures, Velvet Sea Ventures, Vine Ventures",7,4,"2,054"
Seed Round - Lisan,https://www.crunchbase.com/funding_round/lisan-seed--71873bb8,Lisan,https://www.crunchbase.com/organization/lisan,Seed,570000,USD,570000,2024-08-04,Seed,,,,Yes,Lisan is an AI writing platform that proofreads and generates high quality content in Arabic.,"Artificial Intelligence (AI), Content, Language Learning",,"Dubai, Dubai, United Arab Emirates, Asia",https://www.lisan.ai,,570000,USD,570000,Seed,3,SANDBOX accelerator,SANDBOX accelerator,1,,"2,079"
Seed Round - JobEscape,https://www.crunchbase.com/funding_round/jobescape-seed--41578616,JobEscape,https://www.crunchbase.com/organization/jobescape,Seed,570000,USD,570000,2024-08-04,Seed,,,,Yes,JobEscape is a pioneering platform that offers an AI tool to enhance the productivity of the freelancers.,"Artificial Intelligence (AI), Education, Freelance",,"Dubai, Dubai, United Arab Emirates, Asia",https://jobescape.me/,,870000,USD,870000,Seed,2,SANDBOX accelerator,SANDBOX accelerator,1,,"2,080"
Angel Round - Callmatic,https://www.crunchbase.com/funding_round/callmatic-angel--ccf4e3ff,Callmatic,https://www.crunchbase.com/organization/callmatic,Angel,8380000,INR,99871,2024-08-21,Seed,,,,Yes,Callmatic automates the handling of inbound and outgoing contacts to ensure seamless lead qualifying.,"Artificial Intelligence (AI), Information Services",,"Bengaluru, Karnataka, India, Asia",https://www.callmatic.ai/,,8380000,INR,99871,Seed,1,,"Abhishek Agarwal, Abhishek Jain, Gaurav Nemade, Gunjan Sharma, Karan Attri, Kush Mishra, Manasi Jain, Naresh Kumar, Naveen Bansal, Nilesh Ukey, Rahul Kumar Sahu, Sumit Gupta, Vineet Chirania",13,,"2,109"
Secondary Market - Rewst,https://www.crunchbase.com/funding_round/rewst-secondary-market--c703bd57,Rewst,https://www.crunchbase.com/organization/rewst,Secondary Market,,,,2024-08-06,,,,,No,Rewst develops a robotic process automation technology for smaller managed services providers.,"Information Technology, Robotic Process Automation (RPA), Robotics, Software",,"Tampa, Florida, United States, North America",https://rewst.io,$1M to $10M,124000000,USD,124000000,,7,,,,,"2,115"
Seed Round - Prodia,https://www.crunchbase.com/funding_round/prodia-d0fb-seed--f8b1117e,Prodia,https://www.crunchbase.com/organization/prodia-d0fb,Seed,15000000,USD,15000000,2024-07-02,Seed,,,,Yes,Prodia is a multimedia design software and developer of artificial intelligence that creates APIs and images.,"Artificial Intelligence (AI), Developer APIs, Software",,"Atlanta, Georgia, United States, North America",https://prodia.com,,15000000,USD,15000000,Seed,1,Dragonfly,"Amit Vasudev, Artichoke Capital, Balaji Srinivasan, Dragonfly, Escape Velocity, Folius Ventures, HashKey Capital, Index Ventures, Jeremy voss, Jermaine Brown, Kenzi Wang, Leon Marshall, Matthew Roszak, Nicolas Pinto, OKX Ventures, Sandeep Nailwal, Southern Equity, Symbolic Capital, Tangent, Thomas France, TRGC, Web3.com Ventures",22,2,"2,132"
Venture Round - Blackbird.AI,https://www.crunchbase.com/funding_round/socialtrendly-inc-series-unknown--02c43e68,Blackbird.AI,https://www.crunchbase.com/organization/socialtrendly-inc,Venture - Series Unknown,,,,2024-07-23,,,,,Yes,Blackbird.AI develops narrative and risk intelligence tools for detecting emerging dangers and staying ahead of real-world harm.,"Artificial Intelligence (AI), Enterprise Software, Intrusion Detection, Machine Learning, Security",,"Rochester, New York, United States, North America",http://www.blackbird.ai,$10M to $50M,30625000,USD,30625000,,6,Dave DeWalt,Dave DeWalt,1,,"2,144"
Venture Round - BAMF Health,https://www.crunchbase.com/funding_round/bamf-health-series-unknown--739d4480,BAMF Health,https://www.crunchbase.com/organization/bamf-health,Venture - Series Unknown,,,,2024-08-19,,,,,Yes,"BAMF Health is a theranostics center that offers molecular therapy, radiopharmacy, and clinical trials to treat cancer and other diseases.","Artificial Intelligence (AI), Biopharma, Biotechnology, Clinical Trials, Health Care",,"Grand Rapids, Michigan, United States, North America",https://www.bamfhealth.com,$1M to $10M,10000000,USD,10000000,,4,"Potawatomi Ventures, Waséyabek Development Company","Potawatomi Ventures, Waséyabek Development Company",2,2,"2,233"
Venture Round - TSING STANDARD,https://www.crunchbase.com/funding_round/tsing-standard-series-unknown--1d69ff3b,TSING STANDARD,https://www.crunchbase.com/organization/tsing-standard,Venture - Series Unknown,,,,2024-07-23,,,,,Yes,TSING STANDARD develops automotive testing products using big data and artificial intelligence.,"Artificial Intelligence (AI), Automotive, Big Data",,"Wujiang, Jiangsu, China, Asia",http://www.tsingstandard.com,,163000000,CNY,22990070,,4,The Great Wall Capital Management,The Great Wall Capital Management,1,1,"2,159"
Seed Round - Network3,https://www.crunchbase.com/funding_round/network3-seed--8089bb6b,Network3,https://www.crunchbase.com/organization/network3,Seed,5500000,USD,5500000,2024-07-23,Seed,,,,Yes,Network3 is a firm that develops web3 AI infrastructure.,"Artificial Intelligence (AI), Decentralized Finance (DeFi)",,"California, Kentucky, United States, North America",https://network3.io,,5500000,USD,5500000,Seed,1,,"Bing Ventures, Borderless Capital, EV3 Research, IoTeX, SNZ Holding, Waterdrip Capital",6,,"2,170"
Venture Round - K Health,https://www.crunchbase.com/funding_round/kang-health-series-unknown--83282127,K Health,https://www.crunchbase.com/organization/kang-health,Venture - Series Unknown,88356397,USD,88356397,2024-07-01,,850000000,USD,850000000,Yes,K Health is a data-driven digital primary care system that uses AI to deliver personalized primary care services.,"Artificial Intelligence (AI), Health Care, Information Technology, mHealth, Mobile Apps, Primary and Urgent Care",,"New York, New York, United States, North America",https://khealth.com,$500M to $1B,418701397,USD,418701397,,10,Claure Group,"Atreides Management, Claure Group, Mangrove Capital Partners, Pablo Legoretta, Valor Equity Partners",5,4,"2,172"
Venture Round - Synyi,https://www.crunchbase.com/funding_round/synyi-series-unknown--d5a54c70,Synyi,https://www.crunchbase.com/organization/synyi,Venture - Series Unknown,,,,2024-07-18,,,,,Yes,"An artificial intelligence-powered medical data solutions provider based in Shanghai,China.","Artificial Intelligence (AI), Health Care, Hospital",,"Shanghai, Shanghai, China, Asia",https://www.synyi.com/,$1M to $10M,157419777,USD,157419777,,8,,"Changchun Changfa Private Equity Fund Management, Changchun Equity Investment Fund Management, Changchun New Area Equity Investment Fund Management, Xinhangcheng Holdings",4,2,"2,177"
Pre Seed Round - Sarana AI,https://www.crunchbase.com/funding_round/sarana-ai-pre-seed--187a83ee,Sarana AI,https://www.crunchbase.com/organization/sarana-ai,Pre-Seed,,,,2024-08-23,Seed,,,,Yes,"Sarana AI creating AI to support, not to replace, Indonesians.","Artificial Intelligence (AI), FinTech",,"Selangor, Selangor, Malaysia, Asia",https://sarana.ai,,,,,Seed,1,Fortress Data Services,Fortress Data Services,1,,"2,189"
Pre Seed Round - Myriad AI,https://www.crunchbase.com/funding_round/myriad-ai-pre-seed--42ee7116,Myriad AI,https://www.crunchbase.com/organization/myriad-ai,Pre-Seed,2000000,USD,2000000,2024-07-25,Seed,,,,Yes,"Myriad AI provides a reliable and controllable AI-powered platform to put Compliance on Autopilot, enabling businesses to thrive.",Artificial Intelligence (AI),,"San Francisco, California, United States, North America",https://www.myriad.company,,2000000,USD,2000000,Seed,1,"bd Partners, N1, Plug & Play Topeka, Preston-Werner Ventures","bd Partners, N1, Plug & Play Topeka, Preston-Werner Ventures",4,2,"2,218"
Pre Seed Round - Intellecs,https://www.crunchbase.com/funding_round/intellecs-pre-seed--011ee9d6,Intellecs,https://www.crunchbase.com/organization/intellecs,Pre-Seed,125000,USD,125000,2024-07-31,Seed,,,,Yes,Intellecs operates as an AI-powered writing and research platform.,"Artificial Intelligence (AI), Software",,"Singapore, Central Region, Singapore, Asia",https://www.intellecs.ai/,,125000,USD,125000,Seed,1,Antler,Antler,1,,"2,224"
Grant - WSK Medical,https://www.crunchbase.com/funding_round/wsk-medical-grant--f4eae6cb,WSK Medical,https://www.crunchbase.com/organization/wsk-medical,Grant,,,,2024-08-23,,,,,No,First AI solution on the market for real-time detection and classification of throat cancer.,"Artificial Intelligence (AI), Information Technology, Machine Learning, Medical Device, Software",,"Amsterdam, Noord-Holland, The Netherlands, Europe",http://www.wskmedical.org,$1M to $10M,3001500,EUR,3353658,Seed,16,Eurostars,Eurostars,1,,"2,246"
Seed Round - The Blue Box Biomedical Solutions,https://www.crunchbase.com/funding_round/the-blue-box-biomedical-solutions-seed--09ae9900,The Blue Box Biomedical Solutions,https://www.crunchbase.com/organization/the-blue-box-biomedical-solutions,Seed,500000,EUR,540631,2024-07-29,Seed,,,,Yes,"Pain-free, low-cost, radiation-free detect breast cancer urine test, with a sensitivity of 83%.","Artificial Intelligence (AI), Health Care, Internet of Things, Medical Device",,"Barcelona, Catalonia, Spain, Europe",https://thebluebox.ai/,,1957458,EUR,2102110,Seed,9,Grow Venture Partners,"Grow Venture Partners, Unconventional Ventures",2,1,"2,253"
Seed Round - Beeble,https://www.crunchbase.com/funding_round/beeble-seed--669c4abc,Beeble,https://www.crunchbase.com/organization/beeble,Seed,6500000000,KRW,4736694,2024-07-11,Seed,20250000,USD,20250000,Yes,Beeble develops mobile virtual production that allows users to create realistic image compositing.,"Artificial Intelligence (AI), Mobile Apps, Software",,"Seoul, Seoul-t'ukpyolsi, South Korea, Asia",https://beeble.space/,,6500000000,KRW,4736694,Seed,1,Basis Set Ventures,"Basis Set Ventures, Fika Ventures",2,,"2,262"
Series B - HAWK:AI,https://www.crunchbase.com/funding_round/hawk-ai-series-b--c7fd4db1,HAWK:AI,https://www.crunchbase.com/organization/hawk-ai,Series B,,,,2024-06-13,Early Stage Venture,,,,Yes,"Money-laundering detection & investigation platform. SaaS, Cloud, Artificial Intelligence, Machine Learning.","Artificial Intelligence (AI), Banking, Compliance, Financial Services, FinTech, Payments",,"Munich, Bayern, Germany, Europe",https://www.hawk.ai,,27000000,USD,27000000,Early Stage Venture,5,"Macquarie Capital, Rabo Investments","BlackFin Capital Partners, Coalition Capital, DN Capital, Macquarie Capital, Picus Capital, Rabo Investments, Sands Capital Ventures",7,6,"2,275"
Venture Round - Wuwen Xinqiong,https://www.crunchbase.com/funding_round/wuwen-xinqiong-series-unknown--19580cf9,Wuwen Xinqiong,https://www.crunchbase.com/organization/wuwen-xinqiong,Venture - Series Unknown,,,,2024-08-06,,,,,Yes,Wuwen Core Dome is dedicated to providing AGI computing power solutions based on its large model energy efficiency optimization tools.,"Artificial Intelligence (AI), Cloud Computing, Electronics",,"Beijing, Beijing, China, Asia",https://www.infini-ai.com/,,450000000,CNY,62017641,,3,,"CDB Science and Technology Innovation, Legend Capital, Lenovo Capital and Incubator Group (LCIG), Lingang Science and Technology Venture Capital, Shunwei Capital",5,,"2,278"
Venture Round - Cartken,https://www.crunchbase.com/funding_round/cartken-series-unknown--f4fbffe6,Cartken,https://www.crunchbase.com/organization/cartken,Venture - Series Unknown,10000000,USD,10000000,2024-07-03,,,,,Yes,Cartken is a delivery robot developer that specializes in transporting items over small distances and within neighborhoods.,"Artificial Intelligence (AI), Developer Platform, Robotics",Women Founded,"Oakland, California, United States, North America",https://www.cartken.com/,$1M to $10M,10000000,USD,10000000,,2,468 Capital,"468 Capital, Incubate Fund, LDV Partners, Magna International, Mitsubishi Electric, Shell Ventures, Vela Partners, Volex",8,2,"2,279"
Seed Round - Skillfully,https://www.crunchbase.com/funding_round/skillfully-seed--b9e404c0,Skillfully,https://www.crunchbase.com/organization/skillfully,Seed,2500000,USD,2500000,2024-08-01,Seed,,,,Yes,Skillful.ly builds AI-powered simulations enabling employers to see skills in action before they hire.,"Artificial Intelligence (AI), Generative AI, Human Resources, Recruiting",,"San Francisco, California, United States, North America",https://www.skillful.ly,,2500000,USD,2500000,Seed,2,Better Ventures,"American Student Assistance, Better Ventures, Founders Network Fund, Inventus Capital Partners, Strada Education Innovation Fund, SVQUAD",6,,"2,363"
Seed Round - Dono,https://www.crunchbase.com/funding_round/dono-9246-seed--69587d87,Dono,https://www.crunchbase.com/organization/dono-9246,Seed,3700000,USD,3700000,2024-07-09,Seed,,,,Yes,Dono provides a platform to search public records making it easy to control and verify homeownership and title data.,"Artificial Intelligence (AI), Information Technology, Internet, PropTech",,"West Palm Beach, Florida, United States, North America",https://www.dono.ai/,,3700000,USD,3700000,Seed,2,lool ventures,"Link Ventures, lool ventures, Matan Bar, Recursive Ventures, Shai Wininger",5,2,"2,374"
Series B - Pactum,https://www.crunchbase.com/funding_round/pactum-6283-series-b--64c2fd69,Pactum,https://www.crunchbase.com/organization/pactum-6283,Series B,20000000,USD,20000000,2024-07-11,Early Stage Venture,,,,Yes,Pactum AI helps companies to unlock value from thousands of suppliers by automatically negotiating contracts on a massive scale.,Artificial Intelligence (AI),,"Mountain View, California, United States, North America",https://www.pactum.com/,$10M to $50M,55150000,USD,55150000,Early Stage Venture,6,Karma Ventures,"3VC, Atomico, Karma Ventures, Maersk Growth, PortfoLion Capital Partners, Project A Ventures, Superangel",7,7,"2,421"
