Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Industries,Organization Description,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Genus AI,https://www.crunchbase.com/funding_round/genus-artificial-intelligence-seed--a56aebaa,Genus AI,https://www.crunchbase.com/organization/genus-artificial-intelligence,Seed,6000000,USD,6000000,2023-09-22,Seed,,,,Yes,"Analytics, Artificial Intelligence (AI), B2B, Machine Learning, Marketing, Predictive Analytics, SaaS","Generative AI platform for D2C and e-commerce brands generating product catalog images, seed audiences, copy and video to help brands grow.",,"Brentwood, Tennessee, United States, North America",https://genus.ai,$1M to $10M,11000000,USD,11000000,Seed,6,,"Aleph Holding, Kazuki Ohta, Magnus Lundin, Tomas Slimas",,4,"28,562"
Seed Round - Helix by HL,https://www.crunchbase.com/funding_round/helix-by-hl-seed--cbb8ce86,Helix by HL,https://www.crunchbase.com/organization/helix-by-hl,Seed,6000000,USD,6000000,2023-12-07,Seed,20000000,USD,20000000,Yes,"Artificial Intelligence (AI), Virtual Assistant",Helix by HL is an AI assistant that simplifies private market investment and enables wealth advisors.,,"New York, New York, United States, North America",https://helixbyhl.com,,6000000,USD,6000000,Seed,1,FINTOP Capital,FINTOP Capital,1,1,"30,002"
Seed Round - Noetica AI,https://www.crunchbase.com/funding_round/noetica-ai-seed--55d2eb1b,Noetica AI,https://www.crunchbase.com/organization/noetica-ai,Seed,6000000,USD,6000000,2023-12-12,Seed,,,,Yes,"Artificial Intelligence (AI), Finance, Software",Noetica is an artificial intelligence-powered software platform that assists dealmakers in benchmarking corporate loan transactions.,,"New York, New York, United States, North America",https://noetica.ai.,,6000000,USD,6000000,Seed,2,Lightspeed Venture Partners,Lightspeed Venture Partners,1,1,"41,116"
Seed Round - KUPU,https://www.crunchbase.com/funding_round/kupu-seed--ef791a7b,KUPU,https://www.crunchbase.com/organization/kupu,Seed,6000000,USD,6000000,2023-09-03,Seed,,,,Yes,"Artificial Intelligence (AI), Recruiting",KUPU is an AI based mobile recruitment application for business owners and job seekers.,,"Jakarta Pusat, Jakarta Raya, Indonesia, Asia",https://www.kupu.id/,$1M to $10M,11000000,USD,11000000,Seed,2,AGI Partners,AGI Partners,,1,"68,355"
Seed Round - Kloudfuse,https://www.crunchbase.com/funding_round/kloudfuse-seed--4e88854e,Kloudfuse,https://www.crunchbase.com/organization/kloudfuse,Seed,6000000,USD,6000000,2023-11-06,Seed,,,,Yes,"Artificial Intelligence (AI), Cloud Infrastructure, Data Visualization",Kloudfuse is an observability datalake that scales cost-effectively.,,"Cupertino, California, United States, North America",https://www.kloudfuse.com/,,23000000,USD,23000000,Early Stage Venture,2,,,,,"78,518"
Seed Round - WindBorne Systems,https://www.crunchbase.com/funding_round/windborne-seed--c842f8fa,WindBorne Systems,https://www.crunchbase.com/organization/windborne,Seed,6000000,USD,6000000,2023-06-22,Seed,,,,Yes,"Analytics, Artificial Intelligence (AI), Geospatial","WindBorne collects atmospheric data using smart weather balloons for weather forecasting, climate research, and environmental monitoring.",Women Founded,"Stanford, California, United States, North America",https://windbornesystems.com,$1M to $10M,20999997,USD,20999997,Early Stage Venture,5,Footwork,"Footwork, Harvest Ventures, Humba Ventures, Khosla Ventures, Pear VC, Ubiquity Ventures",2,6,"113,494"
Series A - impress.ai,https://www.crunchbase.com/funding_round/impress-ai-series-a--22aface8,impress.ai,https://www.crunchbase.com/organization/impress-ai,Series A,6000000,USD,6000000,2023-07-07,Early Stage Venture,,,,Yes,"Artificial Intelligence (AI), Enterprise Software, Human Resources, Machine Learning, SaaS, Software",impress.ai delivers seamless processes for accurate and fair hiring globally through a SaaS recruitment automation platform.,,"Singapore, Central Region, Singapore, Asia",https://impress.ai/,$1M to $10M,10350075,USD,10350075,Early Stage Venture,6,,"Javelin, REAPRA, Seeds Capital",,3,"574,522"
Seed Round - Meshcapade,https://www.crunchbase.com/funding_round/meshcapade-seed--4698736f,Meshcapade,https://www.crunchbase.com/organization/meshcapade,Seed,6000000,USD,6000000,2023-06-14,Seed,,,,Yes,"3D Technology, Animation, Artificial Intelligence (AI), Computer Vision, Fashion, Machine Learning, Online Games",The digital human company. Building 3D generative models to bring digital humans to life.,,"Tübingen, Baden-Wurttemberg, Germany, Europe",https://meshcapade.com,$1M to $10M,6000000,USD,6000000,Seed,2,Matrix,"Andrew Hamel, Bill O'Farrell, CLO Virtual Fashion, Gary Bradski, Matrix, Matthew Ball, Nate Mitchell",1,7,"646,378"
Venture Round - Magnify,https://www.crunchbase.com/funding_round/magnify-5d94-series-unknown--dd44b349,Magnify,https://www.crunchbase.com/organization/magnify-5d94,Venture - Series Unknown,5999998,USD,5999998,2024-02-09,,,,,Yes,"Artificial Intelligence (AI), Machine Learning, Software",Magnify is a post-sales orchestration platform that uses AI and machine learning to optimize and automate the customer lifecycle.,,"Bend, Oregon, United States, North America",https://www.magnify.io,,11999998,USD,11999998,,2,,,,,"59,568"
Venture Round - Foundation LLM,https://www.crunchbase.com/funding_round/foundation-llm-series-unknown--c87c2eaf,Foundation LLM,https://www.crunchbase.com/organization/foundation-llm,Venture - Series Unknown,5999996,USD,5999996,2023-11-08,,,,,Yes,"Artificial Intelligence (AI), Generative AI, Information Technology, SaaS",Foundation LLM is a technology company.,,"Los Altos, California, United States, North America",,,5999996,USD,5999996,,1,,,,,"85,572"
Venture Round - Descartes & Mauss,https://www.crunchbase.com/funding_round/descartes-mauss-series-unknown--e99138d1,Descartes & Mauss,https://www.crunchbase.com/organization/descartes-mauss,Venture - Series Unknown,5500000,EUR,5984935,2024-06-04,,,,,Yes,"Artificial Intelligence (AI), Consulting, Information Technology",Descartes & Mauss is an AI-powered growth consulting firm that combines advanced data modeling capabilities with a creative methodology.,,"New York, New York, United States, North America",https://descartesmauss.ai,Less than $1M,5500000,EUR,5984935,,1,"Elaia, Polytechnique Ventures","Elaia, Polytechnique Ventures",2,2,"2,783"
Series A - isBIM Limited,https://www.crunchbase.com/funding_round/isbim-limited-series-a--812b0283,isBIM Limited,https://www.crunchbase.com/organization/isbim-limited,Series A,46800000,HKD,5975523,2023-10-06,Early Stage Venture,,,,Yes,"Artificial Intelligence (AI), Big Data, Construction, Enterprise Software, Property Development, Property Management, SaaS, Smart Building","A Construction Technology Leader in Asia Pacific - SaaS, BIM Consultancy, and Beyond",,"Kowloon City, Kowloon, Hong Kong, Asia",https://www.isbim.com.hk,,46800000,HKD,5975523,Early Stage Venture,2,"Gobi Partners, MTR Lab","Gobi Partners, MTR Lab",2,2,"53,295"
Convertible Note - Humanly.io,https://www.crunchbase.com/funding_round/humanly-edfc-convertible-note--2d6ba1c3,Humanly.io,https://www.crunchbase.com/organization/humanly-edfc,Convertible Note,5953303,USD,5953303,2023-06-15,,,,,No,"Artificial Intelligence (AI), Human Resources, Machine Learning, Recruiting, SaaS, Software",Humanly.io is a conversational AI that engages with every single candidate.,,"Seattle, Washington, United States, North America",https://humanly.io/,$1M to $10M,23213303,USD,23213303,Early Stage Venture,8,,,,,"458,421"
Grant - Synthara Technologies,https://www.crunchbase.com/funding_round/synthara-technologies-grant--0bf7836c,Synthara Technologies,https://www.crunchbase.com/organization/synthara-technologies,Grant,5900000,USD,5900000,2024-06-05,,,,,No,"Artificial Intelligence (AI), Internet of Things, Semiconductor, Software",Synthara is an AI company that provides system-level solutions for businesses to enhance their products or services with smart features.,,"Zürich, Zurich, Switzerland, Europe",https://www.synthara.ai,$1M to $10M,11539816,USD,11539816,,9,"Innosuisse, State Secretariat for Education, Research and Innovation SERI","Innosuisse, State Secretariat for Education, Research and Innovation SERI",,2,"4,061"
Venture Round - Scope Computer Vision Technologies,https://www.crunchbase.com/funding_round/scope-computer-vision-technologies-series-unknown--17fbf325,Scope Computer Vision Technologies,https://www.crunchbase.com/organization/scope-computer-vision-technologies,Venture - Series Unknown,5886594,USD,5886594,2024-04-16,,,,,Yes,"Artificial Intelligence (AI), Machine Learning, Software","Scope Computer Vision Technologies leverages AI to identify line damage, reduce accidents and equipment failures due to rope deterioration.",,"Sugar Land, Texas, United States, North America",https://visionbyscope.com/,,5886594,USD,5886594,,1,,,,,"51,840"
Seed Round - Floy,https://www.crunchbase.com/funding_round/floy-seed--920663a1,Floy,https://www.crunchbase.com/organization/floy,Seed,5400000,EUR,5860730,2023-11-16,Seed,,,,Yes,"Artificial Intelligence (AI), Health Care, Health Diagnostics, SaaS, Software",Developing AI to support radiologists in seeing diseases difficult to detect.,,"Munich, Bayern, Germany, Europe",https://www.floy.com/,,8800000,EUR,9497529,Seed,3,HV Capital,"10x Founders, All Iron Ventures, HV Capital, Saarbruecker 21, xdeck",1,5,"21,420"
Venture Round - Myrspoven,https://www.crunchbase.com/funding_round/myrspoven-series-unknown--8a07a8c1,Myrspoven,https://www.crunchbase.com/organization/myrspoven,Venture - Series Unknown,5400000,EUR,5819931,2024-02-08,,,,,Yes,"Artificial Intelligence (AI), Machine Learning, Renewable Energy",Myrspoven provides a unique cloud-based service which continuously reads the output data from your buildings.,,"Stockholm, Stockholms Lan, Sweden, Europe",https://myrspoven.se/,$1M to $10M,13245269,USD,13245269,,3,"4impact, Vantaan Energia","4impact, AMAVI Capital, Vantaan Energia",3,3,"18,622"
Series A - Aether Biomedical,https://www.crunchbase.com/funding_round/aether-biomedical-series-a--b1d86aaa,Aether Biomedical,https://www.crunchbase.com/organization/aether-biomedical,Series A,5800000,USD,5800000,2023-11-12,Early Stage Venture,,,,Yes,"Artificial Intelligence (AI), Biotechnology, Electronics, Health Care, Information Technology, Medical, Medical Device, Robotics",Aether Biomedical is a rehabiliation robotics startup focused on building bionic limbs for upper limb amputees,,"Poznan, Wielkopolskie, Poland, Europe",https://www.aetherbiomedical.com,$1M to $10M,11283322,USD,11283322,Early Stage Venture,9,"J2 Ventures, Story Ventures","Chiratae Ventures, J2 Ventures, Story Ventures",3,3,"16,451"
"Seed Round - Siftwell Analytics, Inc.",https://www.crunchbase.com/funding_round/siftwell-analytics-inc-seed--c33c9881,"Siftwell Analytics, Inc.",https://www.crunchbase.com/organization/siftwell-analytics-inc,Seed,5800000,USD,5800000,2024-02-20,Seed,,,,Yes,"Analytics, Artificial Intelligence (AI), Information Technology","Siftwell uses the power of AI to amplify your company’s data-driven decisions, helping clients achieve great victories of their own.",,"Charlotte, North Carolina, United States, North America",https://siftwell.ai/,$1M to $10M,6375000,USD,6375000,Seed,2,AlleyCorp,"AlleyCorp, Arkin Digital Health, Charlotte Fund, Tau Ventures",1,4,"17,338"
Series A - Polemos,https://www.crunchbase.com/funding_round/polemos-series-a--d67d3ac5,Polemos,https://www.crunchbase.com/organization/polemos,Series A,9000000,AUD,5793515,2023-10-01,Early Stage Venture,26000000,AUD,16736822,Yes,"Artificial Intelligence (AI), Big Data, E-Learning, Gaming, Metaverse, Predictive Analytics, Software, Video Games, Web3","Polemos is a Global Gaming Company - Delivering advanced audience systems, game and player analytics, asset management and media solutions.",,"Singapore, Central Region, Singapore, Asia",https://polemos.io,,22949472,USD,22949472,Early Stage Venture,4,,"AlphaGrep, Matrixport",,2,"38,859"
Seed Round - TrojAI,https://www.crunchbase.com/funding_round/trojai-seed--54aeae4e,TrojAI,https://www.crunchbase.com/organization/trojai,Seed,5750000,USD,5750000,2024-04-03,Seed,,,,Yes,"Apps, Artificial Intelligence (AI), Cyber Security, Information Technology, Machine Learning, Software, Web Development",TrojAI provides a comprehensive AI security platform to protect AI/ML applications and infrastructure.,,"Saint John, New Brunswick, Canada, North America",https://www.troj.ai,$1M to $10M,8701865,USD,8701865,Seed,5,Flying Fish Partners,"Build Ventures, Flybridge, Flying Fish Partners, Techstars",2,4,"4,563"
Venture Round - Gemini Sports Analytics,https://www.crunchbase.com/funding_round/gemini-sports-analytics-series-unknown--89807e10,Gemini Sports Analytics,https://www.crunchbase.com/organization/gemini-sports-analytics,Venture - Series Unknown,5745161,USD,5745161,2023-08-18,,,,,Yes,"Analytics, Artificial Intelligence (AI), Data Management, Information Technology, Sports",Gemini Sports Analytics develops a data management platform for sports management.,,"Miami, Florida, United States, North America",https://geminisports.co,$1M to $10M,13595161,USD,13595161,Seed,4,,,,,"110,255"
Seed Round - Surge,https://www.crunchbase.com/funding_round/surge2surgery-seed--507e3c39,Surge,https://www.crunchbase.com/organization/surge2surgery,Seed,5300000,EUR,5730678,2024-03-27,Seed,,,,Yes,"Artificial Intelligence (AI), Biotechnology, Electronic Health Record (EHR), Health Care, Machine Learning, Predictive Analytics",Surge personalizes the care of patients undergoing surgery by providing an accurate prediction of postoperative infections.,,"Illkirch-graffenstaden, Alsace, France, Europe",https://www.surge.care,,10709450,USD,10709450,Seed,4,Eurazeo,"50 Partners, Boutique Venture Partners, Eurazeo, HCVC, Kima Ventures, Malakoff Humanis, Teampact ventures",2,7,"6,406"
Series A - Augmentus,https://www.crunchbase.com/funding_round/augmentus-series-a--54f50ca2,Augmentus,https://www.crunchbase.com/organization/augmentus,Series A,5725000,USD,5725000,2023-11-14,Early Stage Venture,18238257,USD,18238257,Yes,"Artificial Intelligence (AI), Industrial Automation, Machine Learning, Robotics, Software",Leader in Robot Vision and Motion,,"Singapore, Central Region, Singapore, Asia",https://www.augmentus.tech/,$1M to $10M,6185000,USD,6185000,Early Stage Venture,3,Sierra Ventures,"Cocoon Capital, Sierra Ventures",2,2,"27,921"
Post-IPO Equity - BullFrog AI,https://www.crunchbase.com/funding_round/bullfrog-ai-post-ipo-equity--01b2a32d,BullFrog AI,https://www.crunchbase.com/organization/bullfrog-ai,Post-IPO Equity,5700000,USD,5700000,2024-02-01,,,,,Yes,"Artificial Intelligence (AI), Pharmaceutical",BullFrog AI is a developer of an artificial intelligence platform intended to help companies in clinical development.,,"Boyds, Maryland, United States, North America",https://www.bullfrogai.com,$1M to $10M,6766000,USD,6766000,IPO,3,,,,,"22,808"
Seed Round - Composabl,https://www.crunchbase.com/funding_round/composabl-seed--a7cc5b38,Composabl,https://www.crunchbase.com/organization/composabl,Seed,5697963,USD,5697963,2024-05-07,Seed,,,,Yes,"Analytics, Artificial Intelligence (AI), Information Technology",Composabl is a platform that assembles intelligent autonomous agents using building blocks that can be composed together.,,"San Francisco, California, United States, North America",https://www.composabl.com/,,5697963,USD,5697963,Seed,1,Momenta,"Exposition Ventures, Hannah Grey, Momenta, Ridgeline Ventures",1,4,"3,630"
Venture Round - Ryte,https://www.crunchbase.com/funding_round/ryte-c7fb-series-unknown--c0b63eeb,Ryte,https://www.crunchbase.com/organization/ryte-c7fb,Venture - Series Unknown,5670000,USD,5670000,2023-06-16,,,,,Yes,"Artificial Intelligence (AI), Health Care, Hospital, Medical",Ryte is an AI-based platform that provides data about hospitals and doctors.,,"Toronto, Ontario, Canada, North America",https://ryte.ai/,$1M to $10M,13840000,USD,13840000,,2,,,,,"79,812"
