Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,CB Rank (Funding Round),Organization Industries,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,Diversity Spotlight
Non Equity Assistance - Mon ptit pot,https://www.crunchbase.com/funding_round/mon-ptit-pot-non-equity-assistance--2c0c69ec,Mon ptit pot,https://www.crunchbase.com/organization/mon-ptit-pot,Non-equity Assistance,,,,2021-04-08,"129,832",,,,,,No,"vendre aux parents en manque de temps et en quête de qualité, des produits sains, bios, 100% français et frais pour leurs bébés","Saubrigues, Aquitaine, France, Europe",,,,,,,1,,Euralimentaire,,1,
Private Equity Round - Ogeu Groupe,https://www.crunchbase.com/funding_round/ogeu-groupe-private-equity--03aedb00,Ogeu Groupe,https://www.crunchbase.com/organization/ogeu-groupe,Private Equity,,,,2020-09-01,"161,425","Food and Beverage, Manufacturing, Water",Private Equity,,,,Yes,"Ogeu Groupe is a beverage manufacturing company that offers mineral water, softdrink, and beer.","Ogeu-les-bains, Aquitaine, France, Europe",https://ogeugroupe.com,$50M to $100M,,,,Private Equity,1,Crédit Mutuel Equity,"Crédit Mutuel Equity, Pyrénées Gascogne",2,2,
Private Equity Round - New Immo Group,https://www.crunchbase.com/funding_round/new-immo-group-private-equity--0d8611e0,New Immo Group,https://www.crunchbase.com/organization/new-immo-group,Private Equity,,,,2021-04-28,"162,566","Consulting, Internet, Real Estate",Private Equity,,,,Yes,"New Immo Group is the holding company of two digital networks of real estate agents, SAFTI and megAgence.","Toulouse, Midi-Pyrenees, France, Europe",,,,,,Private Equity,2,,,,,
Private Equity Round - LP Promotion,https://www.crunchbase.com/funding_round/lp-promotion-private-equity--db10aa1b,LP Promotion,https://www.crunchbase.com/organization/lp-promotion,Private Equity,,,,2021-04-15,"118,217","Real Estate, Residential",Private Equity,,,,Yes,LP Promotion operates as a residential real estate developer.,"Toulouse, Midi-Pyrenees, France, Europe",https://www.lp-promotion.com/,$1B to $10B,,,,Private Equity,2,,Aermont Capital,1,1,
Private Equity Round - Global Packaging Services,https://www.crunchbase.com/funding_round/global-packaging-services-private-equity--fe95d672,Global Packaging Services,https://www.crunchbase.com/organization/global-packaging-services,Private Equity,,,,2022-09-12,"123,055",Packaging Services,Private Equity,,,,Yes,GPS is a worldwide specialist in providing returnable packaging solutions.,"Villenave-d'ornon, Aquitaine, France, Europe",http://www.fr-gps.com/,$1M to $10M,,,,Private Equity,1,MML Capital Partners,MML Capital Partners,1,1,
Non Equity Assistance - Liberty Rider,https://www.crunchbase.com/funding_round/liberty-rider-non-equity-assistance--16584bb0,Liberty Rider,https://www.crunchbase.com/organization/liberty-rider,Non-equity Assistance,,,,2023-07-06,"136,078","Apps, Mobile Apps, Software",,,,,No,Liberty Rider is an application able to detect a motorcycle accident is to share without moderation.,"Toulouse, Midi-Pyrenees, France, Europe",https://liberty-rider.com/,$1M to $10M,1600000,EUR,1860567,Seed,2,MaddyTour,MaddyTour,,1,
Venture Round - TavroxGames,https://www.crunchbase.com/funding_round/tavroxgames-series-unknown--5953c1d8,TavroxGames,https://www.crunchbase.com/organization/tavroxgames,Venture - Series Unknown,,,,2023-12-04,"145,210","Gaming, PC Games, Software Engineering, Video Games",,,,,Yes,TavroxGames is a game development studio specializing in developing and publishing games in the indie genre.,"Toulouse, Midi-Pyrenees, France, Europe",https://tavroxgames.com/,,,,,,1,Game Seer Venture Partners,Game Seer Venture Partners,2,1,
Private Equity Round - Asobo Studio,https://www.crunchbase.com/funding_round/asobo-studio-private-equity--5c0fadcd,Asobo Studio,https://www.crunchbase.com/organization/asobo-studio,Private Equity,,,,2021-01-21,"159,892","Hardware, Robotics, Software, Video Games",Private Equity,,,,Yes,Asobo Studio is a next generation game developer.,"Bordeaux, Aquitaine, France, Europe",http://www.asobostudio.com,$10M to $50M,,,,Private Equity,1,Sagard,Sagard,,1,
Seed Round - Aura Aero,https://www.crunchbase.com/funding_round/aura-aero-seed--c3965fdc,Aura Aero,https://www.crunchbase.com/organization/aura-aero,Seed,,,,2024-07-15,"175,533","Aerospace, Automotive, Industrial Automation",Seed,,,,Yes,AURA AERO aims to serve mankind by designing and manufacturing aircraft that accelerate air transport decarbonization,"Cugnaux, Midi-Pyrenees, France, Europe",https://www.aura-aero.com,$10M to $50M,194291937,USD,194291937,Seed,7,EIC Accelerator,EIC Accelerator,,1,
Grant - WaltR,https://www.crunchbase.com/funding_round/waltr-e1c5-grant--27084928,WaltR,https://www.crunchbase.com/organization/waltr-e1c5,Grant,,,,2024-06-17,"181,189","Environmental Consulting, Pollution Control",,,,,No,WaltR solution monitoring polluting emissions through space and ground imaging.,"Toulouse, Midi-Pyrenees, France, Europe",https://waltr.fr/home.html,,2000000,EUR,2171671,Seed,2,Ready2Scale,Ready2Scale,,1,
Grant - Touch Sensity,https://www.crunchbase.com/funding_round/touch-sensity-grant--f4786b7c,Touch Sensity,https://www.crunchbase.com/organization/touch-sensity,Grant,,,,2024-05-02,"188,284","Information Technology, Internet of Things, Software",,,,,No,Touch Sensity is an information technology company that specializes in the fields of IoT and sensors.,"Mérignac, Aquitaine, France, Europe",https://touchsensity.com/,Less than $1M,3050000,EUR,3272803,Seed,4,,"Bpifrance, Région Nouvelle-Aquitaine",,2,
Seed Round - Beyond Aero,https://www.crunchbase.com/funding_round/beyond-aero-seed--1d75f0e1,Beyond Aero,https://www.crunchbase.com/organization/beyond-aero,Seed,,,,2022-05-01,"196,608","Aerospace, Air Transportation, Manufacturing",Seed,,,,Yes,Aviation will be electric. Unlocking full potential with hydrogen.,"Toulouse, Midi-Pyrenees, France, Europe",https://www.beyond-aero.com,,20000000,USD,20000000,Early Stage Venture,3,,"7percent Ventures, Lombardstreet Ventures, Unruly Capital, Y Combinator",2,4,"Women Founded, Women Led"
Debt Financing - Nanomade,https://www.crunchbase.com/funding_round/nanomade-debt-financing--89e245e0,Nanomade,https://www.crunchbase.com/organization/nanomade,Debt Financing,,,,2024-05-22,"200,091","Consumer Electronics, CRM, Hardware, Information Technology, Robotics, Software",,,,,No,"Nanomade delivers a patented technology which makes any surface (rigid, curved, flexible) sensitive to touch and force.","Toulouse, Midi-Pyrenees, France, Europe",https://www.nanomade.com,$1B to $10B,2000000,EUR,2164917,,2,,,,,
Pre Seed Round - YEXO,https://www.crunchbase.com/funding_round/jexo-pre-seed--91bc216e,YEXO,https://www.crunchbase.com/organization/jexo,Pre-Seed,,,,2020-01-15,"207,229","Cryptocurrency, Financial Services, FinTech, Trading Platform",Seed,,,,Yes,"YEXO is a fintech firm that offers a trading platform for cryptocurrencies, based on the blockchain technology.","Bordeaux, Aquitaine, France, Europe",https://yexo.io/,$1M to $10M,,,,Seed,1,resolution Reichert Network Solutions GmbH,resolution Reichert Network Solutions GmbH,,1,
Private Equity Round - MEDICALLIANCE,https://www.crunchbase.com/funding_round/medicalliance-private-equity--6d58f34c,MEDICALLIANCE,https://www.crunchbase.com/organization/medicalliance,Private Equity,,,,2020-01-01,"217,452","Emergency Medicine, Health Care, Home Health Care, Medical Device",Private Equity,,,,Yes,MEDICALLIANCE is a referencing center for home care equipment and medical devices.,"Ramonville-saint-agne, Midi-Pyrenees, France, Europe",https://www.centrale-medicalliance.fr/,,,,,Private Equity,1,,IXO Private Equity,,1,
Seed Round - Dioxycle,https://www.crunchbase.com/funding_round/dioxycle-seed--571a00e8,Dioxycle,https://www.crunchbase.com/organization/dioxycle,Seed,,,,2022-01-01,"217,117","Environmental Engineering, Information Technology",Seed,,,,Yes,Dioxycle is develop electrolyser solutions for carbon dioxide emissions.,"Bordeaux, Aquitaine, France, Europe",https://dioxycle.com/,$10M to $50M,17000000,USD,17000000,Early Stage Venture,3,,Marie Outtier,,1,
Series A - Ejara,https://www.crunchbase.com/funding_round/ejara-series-a--f51d3ed4,Ejara,https://www.crunchbase.com/organization/ejara,Series A,,,,2023-03-20,"222,554","Cryptocurrency, Financial Services",Early Stage Venture,,,,Yes,"Ejara is an app for Africa and its diasporas to access various investment offers fractional shares, commodities, cryptocurrency, and more.","Bordeaux, Aquitaine, France, Europe",https://www.ejara.io/,$1M to $10M,10000000,USD,10000000,Early Stage Venture,4,Adaverse,Adaverse,1,1,
Seed Round - Illumo Robotics,https://www.crunchbase.com/funding_round/illumo-robotics-seed--b02864d0,Illumo Robotics,https://www.crunchbase.com/organization/illumo-robotics,Seed,,,,2024-01-10,"431,197","Artificial Intelligence (AI), Industrial Automation, Machine Learning, Robotics, Warehouse Automation, Warehousing",Seed,,,,Yes,Boost profits with fast and flexible picking robotics for e-commerce. Our tech brings speed and robustness to fulfillment—ready to scale?,"Toulouse, Midi-Pyrenees, France, Europe",https://www.illumo.ai/en/illumo-robotics-english/,Less than $1M,300000,EUR,321166,Seed,3,Encomenda VC,Encomenda VC,2,1,
Series A - Ejara,https://www.crunchbase.com/funding_round/ejara-series-a--bdc2a160,Ejara,https://www.crunchbase.com/organization/ejara,Series A,,,,2022-07-03,"361,024","Cryptocurrency, Financial Services",Early Stage Venture,,,,Yes,"Ejara is an app for Africa and its diasporas to access various investment offers fractional shares, commodities, cryptocurrency, and more.","Bordeaux, Aquitaine, France, Europe",https://www.ejara.io/,$1M to $10M,10000000,USD,10000000,Early Stage Venture,4,,A100x Ventures,,1,
Non Equity Assistance - Obuu,https://www.crunchbase.com/funding_round/obuu-non-equity-assistance--0d592549,Obuu,https://www.crunchbase.com/organization/obuu,Non-equity Assistance,,,,2020-02-03,"373,341","Aerospace, Automotive, Logistics, Supply Chain Management",,,,,No,Obuu offers offers stock and spare parts optimization methods for various industries.,"Toulouse, Midi-Pyrenees, France, Europe",http://www.obuu.es,$1M to $10M,,,,Seed,3,Google for Startups,Google for Startups,,1,
Seed Round - Illumo Robotics,https://www.crunchbase.com/funding_round/illumo-robotics-seed--0bf1f0a2,Illumo Robotics,https://www.crunchbase.com/organization/illumo-robotics,Seed,,,,2020-04-02,"457,059","Artificial Intelligence (AI), Industrial Automation, Machine Learning, Robotics, Warehouse Automation, Warehousing",Seed,,,,Yes,Boost profits with fast and flexible picking robotics for e-commerce. Our tech brings speed and robustness to fulfillment—ready to scale?,"Toulouse, Midi-Pyrenees, France, Europe",https://www.illumo.ai/en/illumo-robotics-english/,Less than $1M,300000,EUR,321166,Seed,3,,Alchemist Accelerator,,1,
Venture Round - Antabio,https://www.crunchbase.com/funding_round/antabio-series-unknown--a4175e05,Antabio,https://www.crunchbase.com/organization/antabio,Venture - Series Unknown,,,,2022-06-15,"252,490","Biotechnology, Life Science, Medical Device",,,,,Yes,Antabio is a private biopharmaceutical company developing antibacterial resistance-breakers in areas of highest medical need.,"Labège, Midi-Pyrenees, France, Europe",https://antabio.com,Less than $1M,73086852,USD,73086852,Early Stage Venture,17,European Innovation Council,European Innovation Council,,1,
Seed Round - KeeperDAO,https://www.crunchbase.com/funding_round/keeperdao-seed--93c94dd6,KeeperDAO,https://www.crunchbase.com/organization/keeperdao,Seed,,,,2020-07-31,"509,141","Blockchain, FinTech, Internet, Trading Platform",Seed,,,,Yes,KeeperDAO is an on-chain liquidity underwriter for DeFi.,"Oô, Midi-Pyrenees, France, Europe",https://keeperdao.com/,$1M to $10M,,,,Seed,2,"Polychain, Three Arrows Capital","Polychain, Three Arrows Capital",1,2,
Venture Round - Green Spot Technologies,https://www.crunchbase.com/funding_round/green-spot-technologies-series-unknown--565473c8,Green Spot Technologies,https://www.crunchbase.com/organization/green-spot-technologies,Venture - Series Unknown,,,,2021-10-06,"595,452","Food and Beverage, Health Care, Nutrition, Sustainability",,,,,Yes,Green Spot Technologies provides nutrition and sustainability services.,"Ramonville-saint-agne, Midi-Pyrenees, France, Europe",http://greenspot-tech.com,,2974938,EUR,3401447,,3,European Innovation Council,European Innovation Council,,1,
Grant - Aviwell,https://www.crunchbase.com/funding_round/aviwell-grant--abd14c15,Aviwell,https://www.crunchbase.com/organization/aviwell,Grant,,,,2023-07-18,"399,694","AgTech, Biotechnology, Health Care",,,,,No,"Developing healthy, natural, sustainable solutions to improve animal growth and nourish the planet","Toulouse, Midi-Pyrenees, France, Europe",https://aviwell.fr/,$1M to $10M,13100000,EUR,14602964,Seed,4,,"Bpifrance, European Innovation Council",,2,
Corporate Round - WHYLOT,https://www.crunchbase.com/funding_round/whylot-corporate-round--639dacd3,WHYLOT,https://www.crunchbase.com/organization/whylot,Corporate Round,,,,2021-11-23,"285,975","Innovation Management, Machinery Manufacturing, Manufacturing",,,,,Yes,WHYLOT specializes in the development of various products in the technical field of electromagnetism.,"Cambes, Aquitaine, France, Europe",http://www.whylot.com/,$1M to $10M,50000,EUR,54623,,2,Renault Group,Renault Group,,1,
Angel Round - Beyond Aero,https://www.crunchbase.com/funding_round/beyond-aero-angel--2bda87ed,Beyond Aero,https://www.crunchbase.com/organization/beyond-aero,Angel,,,,2022-03-17,"289,350","Aerospace, Air Transportation, Manufacturing",Seed,,,,Yes,Aviation will be electric. Unlocking full potential with hydrogen.,"Toulouse, Midi-Pyrenees, France, Europe",https://www.beyond-aero.com,,20000000,USD,20000000,Early Stage Venture,3,,Pierre Antoine Dusoulier,,1,"Women Founded, Women Led"
Initial Coin Offering - Ternoa,https://www.crunchbase.com/funding_round/ternoa-initial-coin-offering--1de99795,Ternoa,https://www.crunchbase.com/organization/ternoa,Initial Coin Offering,,,,2021-05-18,"530,251","Apps, Blockchain, Cryptocurrency, Network Security, Non-Fungible Token (NFT), Open Source",,,,,Yes,"Ternoa offers Blockchain technology to transfer data securely, anonymously, and without alienation nor intermediaries.","Biarritz, Aquitaine, France, Europe",https://www.ternoa.network/,$1M to $10M,7300000,USD,7300000,Seed,3,,,,,
Seed Round - Declique,https://www.crunchbase.com/funding_round/declique-seed--5867ed0d,Declique,https://www.crunchbase.com/organization/declique,Seed,,,,2021-12-01,"610,017",Information Technology,Seed,,,,Yes,Declique specializes in quantifying the loss of time and money on production lines.,"Labège, Midi-Pyrenees, France, Europe",https://www.declique.fr/,,416592,USD,416592,Seed,4,,Alain Garnier,,1,
Venture Round - Luos,https://www.crunchbase.com/funding_round/luos-series-unknown--7261692c,Luos,https://www.crunchbase.com/organization/luos,Venture - Series Unknown,,,,2021-06-14,"572,734","Developer Tools, Embedded Software, Embedded Systems, Open Source, Robotics, Software",,,,,Yes,The world’s first open source devtool that makes hardware as agile as software,"Bordeaux, Aquitaine, France, Europe",https://www.luos.io,$1M to $10M,1830000,EUR,2191196,,5,,Starburst Accelerator,,1,
Debt Financing - M2I Life Sciences,https://www.crunchbase.com/funding_round/m2i-life-sciences-debt-financing--101e02c0,M2I Life Sciences,https://www.crunchbase.com/organization/m2i-life-sciences,Debt Financing,,,,2020-11-14,"628,791","Biotechnology, Electronics, Industrial, Organic, Veterinary",,,,,No,A world-class industrial partner for custom synthesis and formulation of niche products in Healthcare.,"Lacq, Aquitaine, France, Europe",http://www.m2i-lifesciences.com,$1M to $10M,72000000,EUR,79256015,,3,,Bootstrap Europe,,1,
Seed Round - UniFox,https://www.crunchbase.com/funding_round/unifox-seed--230c7a09,UniFox,https://www.crunchbase.com/organization/unifox,Seed,,,,2024-09-05,"357,876","Artificial Intelligence (AI), Bitcoin, Cryptocurrency, Decentralized Finance (DeFi), Ethereum, Finance, FinTech, GreenTech, Sharing Economy, Web3",Seed,5000000,EUR,5555574,Yes,UniFox is a sustainable investment ecosystem and trading platform powered by a sustainable AI.,"Bordeaux, Aquitaine, France, Europe",http://unifox.ai,,112000,EUR,121395,Seed,4,,,,,
